ts,service,region,error_rate,errors_per_min
2026-01-22 18:20:00+00:00,orders-api,us-east,0.01143,53
2026-01-22 18:21:00+00:00,orders-api,us-east,0.01212,50
2026-01-22 18:22:00+00:00,orders-api,us-east,0.00962,38
2026-01-22 18:23:00+00:00,orders-api,us-east,0.01076,51
2026-01-22 18:24:00+00:00,orders-api,us-east,0.01539,62
2026-01-22 18:25:00+00:00,orders-api,us-east,0.02069,94
2026-01-22 18:26:00+00:00,orders-api,us-east,0.02196,72
2026-01-22 18:27:00+00:00,orders-api,us-east,0.02004,61
2026-01-22 18:28:00+00:00,orders-api,us-east,0.00765,37
2026-01-22 18:29:00+00:00,orders-api,us-east,0.0061,34
2026-01-22 18:30:00+00:00,orders-api,us-east,0.02024,81
2026-01-22 18:31:00+00:00,orders-api,us-east,0.00697,32
2026-01-22 18:32:00+00:00,orders-api,us-east,0.01273,48
2026-01-22 18:33:00+00:00,orders-api,us-east,0.0071,26
2026-01-22 18:34:00+00:00,orders-api,us-east,0.01002,36
2026-01-22 18:35:00+00:00,orders-api,us-east,0.00608,26
2026-01-22 18:36:00+00:00,orders-api,us-east,0.00893,43
2026-01-22 18:37:00+00:00,orders-api,us-east,0.00974,47
2026-01-22 18:38:00+00:00,orders-api,us-east,0.00955,36
2026-01-22 18:39:00+00:00,orders-api,us-east,0.00959,43
2026-01-22 18:40:00+00:00,orders-api,us-east,0.01423,57
2026-01-22 18:41:00+00:00,orders-api,us-east,0.00837,33
2026-01-22 18:42:00+00:00,orders-api,us-east,0.01433,67
2026-01-22 18:43:00+00:00,orders-api,us-east,0.01904,96
2026-01-22 18:44:00+00:00,orders-api,us-east,0.01192,60
2026-01-22 18:45:00+00:00,orders-api,us-east,0.01069,42
2026-01-22 18:46:00+00:00,orders-api,us-east,0.00663,30
2026-01-22 18:47:00+00:00,orders-api,us-east,0.01056,52
2026-01-22 18:48:00+00:00,orders-api,us-east,0.02195,115
2026-01-22 18:49:00+00:00,orders-api,us-east,0.00505,23
2026-01-22 18:50:00+00:00,orders-api,us-east,0.00552,25
2026-01-22 18:51:00+00:00,orders-api,us-east,0.0129,48
2026-01-22 18:52:00+00:00,orders-api,us-east,0.0076,27
2026-01-22 18:53:00+00:00,orders-api,us-east,0.01538,68
2026-01-22 18:54:00+00:00,orders-api,us-east,0.00351,18
2026-01-22 18:55:00+00:00,orders-api,us-east,0.01453,61
2026-01-22 18:56:00+00:00,orders-api,us-east,0.00432,20
2026-01-22 18:57:00+00:00,orders-api,us-east,0.01996,92
2026-01-22 18:58:00+00:00,orders-api,us-east,0.00725,30
2026-01-22 18:59:00+00:00,orders-api,us-east,0.01016,48
2026-01-22 19:00:00+00:00,orders-api,us-east,0.00506,25
2026-01-22 19:01:00+00:00,orders-api,us-east,0.0029,14
2026-01-22 19:02:00+00:00,orders-api,us-east,0.00644,34
2026-01-22 19:03:00+00:00,orders-api,us-east,0.00891,29
2026-01-22 19:04:00+00:00,orders-api,us-east,0.00377,18
2026-01-22 19:05:00+00:00,orders-api,us-east,0.03998,178
2026-01-22 19:06:00+00:00,orders-api,us-east,0.01093,47
2026-01-22 19:07:00+00:00,orders-api,us-east,0.0048,21
2026-01-22 19:08:00+00:00,orders-api,us-east,0.01487,47
2026-01-22 19:09:00+00:00,orders-api,us-east,0.00887,40
2026-01-22 19:10:00+00:00,orders-api,us-east,0.01464,74
2026-01-22 19:11:00+00:00,orders-api,us-east,0.00828,42
2026-01-22 19:12:00+00:00,orders-api,us-east,0.01824,79
2026-01-22 19:13:00+00:00,orders-api,us-east,0.00857,33
2026-01-22 19:14:00+00:00,orders-api,us-east,0.01361,60
2026-01-22 19:15:00+00:00,orders-api,us-east,0.0084,39
2026-01-22 19:16:00+00:00,orders-api,us-east,0.02388,118
2026-01-22 19:17:00+00:00,orders-api,us-east,0.01002,45
2026-01-22 19:18:00+00:00,orders-api,us-east,0.01752,76
2026-01-22 19:19:00+00:00,orders-api,us-east,0.01233,56
2026-01-22 19:20:00+00:00,orders-api,us-east,0.0069,36
2026-01-22 19:21:00+00:00,orders-api,us-east,0.01105,50
2026-01-22 19:22:00+00:00,orders-api,us-east,0.01384,62
2026-01-22 19:23:00+00:00,orders-api,us-east,0.01396,68
2026-01-22 19:24:00+00:00,orders-api,us-east,0.00764,29
2026-01-22 19:25:00+00:00,orders-api,us-east,0.01834,87
2026-01-22 19:26:00+00:00,orders-api,us-east,0.01047,45
2026-01-22 19:27:00+00:00,orders-api,us-east,0.00678,35
2026-01-22 19:28:00+00:00,orders-api,us-east,0.00692,28
2026-01-22 19:29:00+00:00,orders-api,us-east,0.01183,43
2026-01-22 19:30:00+00:00,orders-api,us-east,0.0085,41
2026-01-22 19:31:00+00:00,orders-api,us-east,0.02096,88
2026-01-22 19:32:00+00:00,orders-api,us-east,0.04353,174
2026-01-22 19:33:00+00:00,orders-api,us-east,0.0055,25
2026-01-22 19:34:00+00:00,orders-api,us-east,0.0068,33
2026-01-22 19:35:00+00:00,orders-api,us-east,0.01933,106
2026-01-22 19:36:00+00:00,orders-api,us-east,0.0112,53
2026-01-22 19:37:00+00:00,orders-api,us-east,0.00583,31
2026-01-22 19:38:00+00:00,orders-api,us-east,0.0186,88
2026-01-22 19:39:00+00:00,orders-api,us-east,0.00949,37
2026-01-22 19:40:00+00:00,orders-api,us-east,0.01502,73
2026-01-22 19:41:00+00:00,orders-api,us-east,0.01916,93
2026-01-22 19:42:00+00:00,orders-api,us-east,0.01154,64
2026-01-22 19:43:00+00:00,orders-api,us-east,0.00688,32
2026-01-22 19:44:00+00:00,orders-api,us-east,0.00817,42
2026-01-22 19:45:00+00:00,orders-api,us-east,0.01069,42
2026-01-22 19:46:00+00:00,orders-api,us-east,0.01101,46
2026-01-22 19:47:00+00:00,orders-api,us-east,0.00321,17
2026-01-22 19:48:00+00:00,orders-api,us-east,0.01018,49
2026-01-22 19:49:00+00:00,orders-api,us-east,0.01989,94
2026-01-22 19:50:00+00:00,orders-api,us-east,0.03621,153
2026-01-22 19:51:00+00:00,orders-api,us-east,0.01021,60
2026-01-22 19:52:00+00:00,orders-api,us-east,0.00522,20
2026-01-22 19:53:00+00:00,orders-api,us-east,0.00802,39
2026-01-22 19:54:00+00:00,orders-api,us-east,0.0045,28
2026-01-22 19:55:00+00:00,orders-api,us-east,0.00512,19
2026-01-22 19:56:00+00:00,orders-api,us-east,0.01168,50
2026-01-22 19:57:00+00:00,orders-api,us-east,0.01378,62
2026-01-22 19:58:00+00:00,orders-api,us-east,0.01698,77
2026-01-22 19:59:00+00:00,orders-api,us-east,0.00397,16
2026-01-22 20:00:00+00:00,orders-api,us-east,0.00891,44
2026-01-22 20:01:00+00:00,orders-api,us-east,0.01294,51
2026-01-22 20:02:00+00:00,orders-api,us-east,0.02052,101
2026-01-22 20:03:00+00:00,orders-api,us-east,0.00699,31
2026-01-22 20:04:00+00:00,orders-api,us-east,0.00463,28
2026-01-22 20:05:00+00:00,orders-api,us-east,0.00939,40
2026-01-22 20:06:00+00:00,orders-api,us-east,0.00455,20
2026-01-22 20:07:00+00:00,orders-api,us-east,0.00851,46
2026-01-22 20:08:00+00:00,orders-api,us-east,0.01637,69
2026-01-22 20:09:00+00:00,orders-api,us-east,0.0088,47
2026-01-22 20:10:00+00:00,orders-api,us-east,0.00933,52
2026-01-22 20:11:00+00:00,orders-api,us-east,0.01224,49
2026-01-22 20:12:00+00:00,orders-api,us-east,0.01316,66
2026-01-22 20:13:00+00:00,orders-api,us-east,0.02117,101
2026-01-22 20:14:00+00:00,orders-api,us-east,0.01284,61
2026-01-22 20:15:00+00:00,orders-api,us-east,0.02058,80
2026-01-22 20:16:00+00:00,orders-api,us-east,0.02343,103
2026-01-22 20:17:00+00:00,orders-api,us-east,0.01309,63
2026-01-22 20:18:00+00:00,orders-api,us-east,0.00769,38
2026-01-22 20:19:00+00:00,orders-api,us-east,0.02076,108
2026-01-22 20:20:00+00:00,orders-api,us-east,0.0225,115
2026-01-22 20:21:00+00:00,orders-api,us-east,0.02044,89
2026-01-22 20:22:00+00:00,orders-api,us-east,0.01327,64
2026-01-22 20:23:00+00:00,orders-api,us-east,0.00769,38
2026-01-22 20:24:00+00:00,orders-api,us-east,0.0193,88
2026-01-22 20:25:00+00:00,orders-api,us-east,0.00614,34
2026-01-22 20:26:00+00:00,orders-api,us-east,0.02914,140
2026-01-22 20:27:00+00:00,orders-api,us-east,0.00885,38
2026-01-22 20:28:00+00:00,orders-api,us-east,0.00557,31
2026-01-22 20:29:00+00:00,orders-api,us-east,0.02437,121
2026-01-22 20:30:00+00:00,orders-api,us-east,0.02233,118
2026-01-22 20:31:00+00:00,orders-api,us-east,0.01537,88
2026-01-22 20:32:00+00:00,orders-api,us-east,0.01108,51
2026-01-22 20:33:00+00:00,orders-api,us-east,0.00613,37
2026-01-22 20:34:00+00:00,orders-api,us-east,0.01918,102
2026-01-22 20:35:00+00:00,orders-api,us-east,0.006,34
2026-01-22 20:36:00+00:00,orders-api,us-east,0.00384,22
2026-01-22 20:37:00+00:00,orders-api,us-east,0.0212,106
2026-01-22 20:38:00+00:00,orders-api,us-east,0.01915,95
2026-01-22 20:39:00+00:00,orders-api,us-east,0.01648,76
2026-01-22 20:40:00+00:00,orders-api,us-east,0.01598,79
2026-01-22 20:41:00+00:00,orders-api,us-east,0.00738,37
2026-01-22 20:42:00+00:00,orders-api,us-east,0.01104,60
2026-01-22 20:43:00+00:00,orders-api,us-east,0.01772,95
2026-01-22 20:44:00+00:00,orders-api,us-east,0.0096,52
2026-01-22 20:45:00+00:00,orders-api,us-east,0.01014,50
2026-01-22 20:46:00+00:00,orders-api,us-east,0.0102,60
2026-01-22 20:47:00+00:00,orders-api,us-east,0.01569,81
2026-01-22 20:48:00+00:00,orders-api,us-east,0.00845,56
2026-01-22 20:49:00+00:00,orders-api,us-east,0.00262,14
2026-01-22 20:50:00+00:00,orders-api,us-east,0.00761,34
2026-01-22 20:51:00+00:00,orders-api,us-east,0.02549,116
2026-01-22 20:52:00+00:00,orders-api,us-east,0.01792,93
2026-01-22 20:53:00+00:00,orders-api,us-east,0.02611,126
2026-01-22 20:54:00+00:00,orders-api,us-east,0.00312,18
2026-01-22 20:55:00+00:00,orders-api,us-east,0.00267,13
2026-01-22 20:56:00+00:00,orders-api,us-east,0.00945,51
2026-01-22 20:57:00+00:00,orders-api,us-east,0.01725,77
2026-01-22 20:58:00+00:00,orders-api,us-east,0.02309,109
2026-01-22 20:59:00+00:00,orders-api,us-east,0.01456,67
2026-01-22 21:00:00+00:00,orders-api,us-east,0.01584,88
2026-01-22 21:01:00+00:00,orders-api,us-east,0.00379,22
2026-01-22 21:02:00+00:00,orders-api,us-east,0.01295,59
2026-01-22 21:03:00+00:00,orders-api,us-east,0.00615,31
2026-01-22 21:04:00+00:00,orders-api,us-east,0.01902,100
2026-01-22 21:05:00+00:00,orders-api,us-east,0.00898,42
2026-01-22 21:06:00+00:00,orders-api,us-east,0.01723,95
2026-01-22 21:07:00+00:00,orders-api,us-east,0.00986,53
2026-01-22 21:08:00+00:00,orders-api,us-east,0.01223,61
2026-01-22 21:09:00+00:00,orders-api,us-east,0.00713,39
2026-01-22 21:10:00+00:00,orders-api,us-east,0.00644,38
2026-01-22 21:11:00+00:00,orders-api,us-east,0.00782,47
2026-01-22 21:12:00+00:00,orders-api,us-east,0.00934,49
2026-01-22 21:13:00+00:00,orders-api,us-east,0.01377,67
2026-01-22 21:14:00+00:00,orders-api,us-east,0.00889,41
2026-01-22 21:15:00+00:00,orders-api,us-east,0.00724,41
2026-01-22 21:16:00+00:00,orders-api,us-east,0.00912,51
2026-01-22 21:17:00+00:00,orders-api,us-east,0.00682,37
2026-01-22 21:18:00+00:00,orders-api,us-east,0.00734,52
2026-01-22 21:19:00+00:00,orders-api,us-east,0.01497,80
2026-01-22 21:20:00+00:00,orders-api,us-east,0.00917,57
2026-01-22 21:21:00+00:00,orders-api,us-east,0.00718,46
2026-01-22 21:22:00+00:00,orders-api,us-east,0.01629,102
2026-01-22 21:23:00+00:00,orders-api,us-east,0.00599,33
2026-01-22 21:24:00+00:00,orders-api,us-east,0.00733,43
2026-01-22 21:25:00+00:00,orders-api,us-east,0.00838,41
2026-01-22 21:26:00+00:00,orders-api,us-east,0.02456,136
2026-01-22 21:27:00+00:00,orders-api,us-east,0.01406,72
2026-01-22 21:28:00+00:00,orders-api,us-east,0.01359,71
2026-01-22 21:29:00+00:00,orders-api,us-east,0.00312,21
2026-01-22 21:30:00+00:00,orders-api,us-east,0.00595,30
2026-01-22 21:31:00+00:00,orders-api,us-east,0.01252,77
2026-01-22 21:32:00+00:00,orders-api,us-east,0.00595,31
2026-01-22 21:33:00+00:00,orders-api,us-east,0.01368,69
2026-01-22 21:34:00+00:00,orders-api,us-east,0.01544,102
2026-01-22 21:35:00+00:00,orders-api,us-east,0.00694,41
2026-01-22 21:36:00+00:00,orders-api,us-east,0.00735,39
2026-01-22 21:37:00+00:00,orders-api,us-east,0.00352,17
2026-01-22 21:38:00+00:00,orders-api,us-east,0.00708,44
2026-01-22 21:39:00+00:00,orders-api,us-east,0.01431,79
2026-01-22 21:40:00+00:00,orders-api,us-east,0.00678,40
2026-01-22 21:41:00+00:00,orders-api,us-east,0.00402,23
2026-01-22 21:42:00+00:00,orders-api,us-east,0.00911,51
2026-01-22 21:43:00+00:00,orders-api,us-east,0.00763,48
2026-01-22 21:44:00+00:00,orders-api,us-east,0.02779,169
2026-01-22 21:45:00+00:00,orders-api,us-east,0.00501,26
2026-01-22 21:46:00+00:00,orders-api,us-east,0.00918,52
2026-01-22 21:47:00+00:00,orders-api,us-east,0.01459,88
2026-01-22 21:48:00+00:00,orders-api,us-east,0.00855,53
2026-01-22 21:49:00+00:00,orders-api,us-east,0.01711,92
2026-01-22 21:50:00+00:00,orders-api,us-east,0.01941,116
2026-01-22 21:51:00+00:00,orders-api,us-east,0.00917,59
2026-01-22 21:52:00+00:00,orders-api,us-east,0.01165,82
2026-01-22 21:53:00+00:00,orders-api,us-east,0.01183,60
2026-01-22 21:54:00+00:00,orders-api,us-east,0.00522,29
2026-01-22 21:55:00+00:00,orders-api,us-east,0.00968,56
2026-01-22 21:56:00+00:00,orders-api,us-east,0.01145,61
2026-01-22 21:57:00+00:00,orders-api,us-east,0.008,57
2026-01-22 21:58:00+00:00,orders-api,us-east,0.01263,82
2026-01-22 21:59:00+00:00,orders-api,us-east,0.0134,70
2026-01-22 22:00:00+00:00,orders-api,us-east,0.01117,80
2026-01-22 22:01:00+00:00,orders-api,us-east,0.01711,102
2026-01-22 22:02:00+00:00,orders-api,us-east,0.00774,47
2026-01-22 22:03:00+00:00,orders-api,us-east,0.02177,113
2026-01-22 22:04:00+00:00,orders-api,us-east,0.01252,74
2026-01-22 22:05:00+00:00,orders-api,us-east,0.00903,64
2026-01-22 22:06:00+00:00,orders-api,us-east,0.00986,51
2026-01-22 22:07:00+00:00,orders-api,us-east,0.0063,37
2026-01-22 22:08:00+00:00,orders-api,us-east,0.0062,38
2026-01-22 22:09:00+00:00,orders-api,us-east,0.00355,19
2026-01-22 22:10:00+00:00,orders-api,us-east,0.01746,119
2026-01-22 22:11:00+00:00,orders-api,us-east,0.02442,110
2026-01-22 22:12:00+00:00,orders-api,us-east,0.01319,67
2026-01-22 22:13:00+00:00,orders-api,us-east,0.0193,115
2026-01-22 22:14:00+00:00,orders-api,us-east,0.00541,29
2026-01-22 22:15:00+00:00,orders-api,us-east,0.00646,44
2026-01-22 22:16:00+00:00,orders-api,us-east,0.01749,94
2026-01-22 22:17:00+00:00,orders-api,us-east,0.00713,40
2026-01-22 22:18:00+00:00,orders-api,us-east,0.02989,188
2026-01-22 22:19:00+00:00,orders-api,us-east,0.01748,122
2026-01-22 22:20:00+00:00,orders-api,us-east,0.00686,36
2026-01-22 22:21:00+00:00,orders-api,us-east,0.00321,20
2026-01-22 22:22:00+00:00,orders-api,us-east,0.02162,133
2026-01-22 22:23:00+00:00,orders-api,us-east,0.0229,131
2026-01-22 22:24:00+00:00,orders-api,us-east,0.00499,32
2026-01-22 22:25:00+00:00,orders-api,us-east,0.0067,42
2026-01-22 22:26:00+00:00,orders-api,us-east,0.00452,26
2026-01-22 22:27:00+00:00,orders-api,us-east,0.01457,86
2026-01-22 22:28:00+00:00,orders-api,us-east,0.01179,70
2026-01-22 22:29:00+00:00,orders-api,us-east,0.02517,151
2026-01-22 22:30:00+00:00,orders-api,us-east,0.01227,76
2026-01-22 22:31:00+00:00,orders-api,us-east,0.01127,77
2026-01-22 22:32:00+00:00,orders-api,us-east,0.00527,32
2026-01-22 22:33:00+00:00,orders-api,us-east,0.00316,22
2026-01-22 22:34:00+00:00,orders-api,us-east,0.00433,22
2026-01-22 22:35:00+00:00,orders-api,us-east,0.00789,43
2026-01-22 22:36:00+00:00,orders-api,us-east,0.00959,57
2026-01-22 22:37:00+00:00,orders-api,us-east,0.01002,68
2026-01-22 22:38:00+00:00,orders-api,us-east,0.01816,122
2026-01-22 22:39:00+00:00,orders-api,us-east,0.01772,115
2026-01-22 22:40:00+00:00,orders-api,us-east,0.02127,129
2026-01-22 22:41:00+00:00,orders-api,us-east,0.00503,30
2026-01-22 22:42:00+00:00,orders-api,us-east,0.02178,155
2026-01-22 22:43:00+00:00,orders-api,us-east,0.01882,124
2026-01-22 22:44:00+00:00,orders-api,us-east,0.01889,114
2026-01-22 22:45:00+00:00,orders-api,us-east,0.0024,16
2026-01-22 22:46:00+00:00,orders-api,us-east,0.00861,55
2026-01-22 22:47:00+00:00,orders-api,us-east,0.00499,31
2026-01-22 22:48:00+00:00,orders-api,us-east,0.01161,74
2026-01-22 22:49:00+00:00,orders-api,us-east,0.01025,67
2026-01-22 22:50:00+00:00,orders-api,us-east,0.00826,48
2026-01-22 22:51:00+00:00,orders-api,us-east,0.01811,144
2026-01-22 22:52:00+00:00,orders-api,us-east,0.01098,74
2026-01-22 22:53:00+00:00,orders-api,us-east,0.00763,46
2026-01-22 22:54:00+00:00,orders-api,us-east,0.01359,87
2026-01-22 22:55:00+00:00,orders-api,us-east,0.00345,24
2026-01-22 22:56:00+00:00,orders-api,us-east,0.00767,53
2026-01-22 22:57:00+00:00,orders-api,us-east,0.01912,124
2026-01-22 22:58:00+00:00,orders-api,us-east,0.0223,146
2026-01-22 22:59:00+00:00,orders-api,us-east,0.01396,85
2026-01-22 23:00:00+00:00,orders-api,us-east,0.0184,126
2026-01-22 23:01:00+00:00,orders-api,us-east,0.01304,84
2026-01-22 23:02:00+00:00,orders-api,us-east,0.01541,100
2026-01-22 23:03:00+00:00,orders-api,us-east,0.01079,73
2026-01-22 23:04:00+00:00,orders-api,us-east,0.02032,133
2026-01-22 23:05:00+00:00,orders-api,us-east,0.00872,59
2026-01-22 23:06:00+00:00,orders-api,us-east,0.01279,80
2026-01-22 23:07:00+00:00,orders-api,us-east,0.0096,63
2026-01-22 23:08:00+00:00,orders-api,us-east,0.01128,79
2026-01-22 23:09:00+00:00,orders-api,us-east,0.00813,54
2026-01-22 23:10:00+00:00,orders-api,us-east,0.02158,143
2026-01-22 23:11:00+00:00,orders-api,us-east,0.01178,74
2026-01-22 23:12:00+00:00,orders-api,us-east,0.02116,162
2026-01-22 23:13:00+00:00,orders-api,us-east,0.00573,33
2026-01-22 23:14:00+00:00,orders-api,us-east,0.00821,49
2026-01-22 23:15:00+00:00,orders-api,us-east,0.00813,61
2026-01-22 23:16:00+00:00,orders-api,us-east,0.01079,73
2026-01-22 23:17:00+00:00,orders-api,us-east,0.01164,84
2026-01-22 23:18:00+00:00,orders-api,us-east,0.02943,203
2026-01-22 23:19:00+00:00,orders-api,us-east,0.00625,44
2026-01-22 23:20:00+00:00,orders-api,us-east,0.01491,94
2026-01-22 23:21:00+00:00,orders-api,us-east,0.02873,174
2026-01-22 23:22:00+00:00,orders-api,us-east,0.03293,232
2026-01-22 23:23:00+00:00,orders-api,us-east,0.00707,53
2026-01-22 23:24:00+00:00,orders-api,us-east,0.00568,39
2026-01-22 23:25:00+00:00,orders-api,us-east,0.01804,126
2026-01-22 23:26:00+00:00,orders-api,us-east,0.00345,22
2026-01-22 23:27:00+00:00,orders-api,us-east,0.00872,72
2026-01-22 23:28:00+00:00,orders-api,us-east,0.01173,78
2026-01-22 23:29:00+00:00,orders-api,us-east,0.00556,34
2026-01-22 23:30:00+00:00,orders-api,us-east,0.00937,62
2026-01-22 23:31:00+00:00,orders-api,us-east,0.0101,77
2026-01-22 23:32:00+00:00,orders-api,us-east,0.0098,62
2026-01-22 23:33:00+00:00,orders-api,us-east,0.01702,116
2026-01-22 23:34:00+00:00,orders-api,us-east,0.01242,96
2026-01-22 23:35:00+00:00,orders-api,us-east,0.01284,88
2026-01-22 23:36:00+00:00,orders-api,us-east,0.01074,68
2026-01-22 23:37:00+00:00,orders-api,us-east,0.01245,79
2026-01-22 23:38:00+00:00,orders-api,us-east,0.00426,27
2026-01-22 23:39:00+00:00,orders-api,us-east,0.01234,89
2026-01-22 23:40:00+00:00,orders-api,us-east,0.01008,77
2026-01-22 23:41:00+00:00,orders-api,us-east,0.00757,59
2026-01-22 23:42:00+00:00,orders-api,us-east,0.00807,54
2026-01-22 23:43:00+00:00,orders-api,us-east,0.00424,32
2026-01-22 23:44:00+00:00,orders-api,us-east,0.01457,97
2026-01-22 23:45:00+00:00,orders-api,us-east,0.01025,71
2026-01-22 23:46:00+00:00,orders-api,us-east,0.02266,161
2026-01-22 23:47:00+00:00,orders-api,us-east,0.00588,42
2026-01-22 23:48:00+00:00,orders-api,us-east,0.00861,63
2026-01-22 23:49:00+00:00,orders-api,us-east,0.00426,31
2026-01-22 23:50:00+00:00,orders-api,us-east,0.01206,101
2026-01-22 23:51:00+00:00,orders-api,us-east,0.00969,65
2026-01-22 23:52:00+00:00,orders-api,us-east,0.01373,96
2026-01-22 23:53:00+00:00,orders-api,us-east,0.00913,67
2026-01-22 23:54:00+00:00,orders-api,us-east,0.01499,101
2026-01-22 23:55:00+00:00,orders-api,us-east,0.01634,112
2026-01-22 23:56:00+00:00,orders-api,us-east,0.00622,42
2026-01-22 23:57:00+00:00,orders-api,us-east,0.01016,79
2026-01-22 23:58:00+00:00,orders-api,us-east,0.00722,51
2026-01-22 23:59:00+00:00,orders-api,us-east,0.00584,43
2026-01-23 00:00:00+00:00,orders-api,us-east,0.00758,54
2026-01-23 00:01:00+00:00,orders-api,us-east,0.01089,85
2026-01-23 00:02:00+00:00,orders-api,us-east,0.00813,65
2026-01-23 00:03:00+00:00,orders-api,us-east,0.00906,72
2026-01-23 00:04:00+00:00,orders-api,us-east,0.00715,50
2026-01-23 00:05:00+00:00,orders-api,us-east,0.01405,111
2026-01-23 00:06:00+00:00,orders-api,us-east,0.00464,34
2026-01-23 00:07:00+00:00,orders-api,us-east,0.01072,90
2026-01-23 00:08:00+00:00,orders-api,us-east,0.01361,93
2026-01-23 00:09:00+00:00,orders-api,us-east,0.0173,133
2026-01-23 00:10:00+00:00,orders-api,us-east,0.00533,37
2026-01-23 00:11:00+00:00,orders-api,us-east,0.01546,114
2026-01-23 00:12:00+00:00,orders-api,us-east,0.00833,61
2026-01-23 00:13:00+00:00,orders-api,us-east,0.00394,28
2026-01-23 00:14:00+00:00,orders-api,us-east,0.01025,86
2026-01-23 00:15:00+00:00,orders-api,us-east,0.00976,73
2026-01-23 00:16:00+00:00,orders-api,us-east,0.0213,196
2026-01-23 00:17:00+00:00,orders-api,us-east,0.01097,88
2026-01-23 00:18:00+00:00,orders-api,us-east,0.01305,102
2026-01-23 00:19:00+00:00,orders-api,us-east,0.0105,72
2026-01-23 00:20:00+00:00,orders-api,us-east,0.02158,175
2026-01-23 00:21:00+00:00,orders-api,us-east,0.01133,71
2026-01-23 00:22:00+00:00,orders-api,us-east,0.02214,202
2026-01-23 00:23:00+00:00,orders-api,us-east,0.00655,55
2026-01-23 00:24:00+00:00,orders-api,us-east,0.0119,88
2026-01-23 00:25:00+00:00,orders-api,us-east,0.01038,67
2026-01-23 00:26:00+00:00,orders-api,us-east,0.01978,163
2026-01-23 00:27:00+00:00,orders-api,us-east,0.00423,32
2026-01-23 00:28:00+00:00,orders-api,us-east,0.01508,124
2026-01-23 00:29:00+00:00,orders-api,us-east,0.00214,15
2026-01-23 00:30:00+00:00,orders-api,us-east,0.01217,85
2026-01-23 00:31:00+00:00,orders-api,us-east,0.00574,41
2026-01-23 00:32:00+00:00,orders-api,us-east,0.00357,28
2026-01-23 00:33:00+00:00,orders-api,us-east,0.01197,91
2026-01-23 00:34:00+00:00,orders-api,us-east,0.01925,151
2026-01-23 00:35:00+00:00,orders-api,us-east,0.01962,136
2026-01-23 00:36:00+00:00,orders-api,us-east,0.0053,42
2026-01-23 00:37:00+00:00,orders-api,us-east,0.0192,154
2026-01-23 00:38:00+00:00,orders-api,us-east,0.01384,114
2026-01-23 00:39:00+00:00,orders-api,us-east,0.00527,45
2026-01-23 00:40:00+00:00,orders-api,us-east,0.02478,195
2026-01-23 00:41:00+00:00,orders-api,us-east,0.00853,62
2026-01-23 00:42:00+00:00,orders-api,us-east,0.00681,58
2026-01-23 00:43:00+00:00,orders-api,us-east,0.01074,88
2026-01-23 00:44:00+00:00,orders-api,us-east,0.01373,93
2026-01-23 00:45:00+00:00,orders-api,us-east,0.01313,112
2026-01-23 00:46:00+00:00,orders-api,us-east,0.01957,153
2026-01-23 00:47:00+00:00,orders-api,us-east,0.00499,45
2026-01-23 00:48:00+00:00,orders-api,us-east,0.02384,186
2026-01-23 00:49:00+00:00,orders-api,us-east,0.03974,372
2026-01-23 00:50:00+00:00,orders-api,us-east,0.01015,88
2026-01-23 00:51:00+00:00,orders-api,us-east,0.01129,78
