ts,service,region,rps
2026-01-22 18:56:00+00:00,orders-api,us-east,82.08
2026-01-22 18:57:00+00:00,orders-api,us-east,77.27
2026-01-22 18:58:00+00:00,orders-api,us-east,71.14
2026-01-22 18:59:00+00:00,orders-api,us-east,79.57
2026-01-22 19:00:00+00:00,orders-api,us-east,86.22
2026-01-22 19:01:00+00:00,orders-api,us-east,75.43
2026-01-22 19:02:00+00:00,orders-api,us-east,89.52
2026-01-22 19:03:00+00:00,orders-api,us-east,52.69
2026-01-22 19:04:00+00:00,orders-api,us-east,79.28
2026-01-22 19:05:00+00:00,orders-api,us-east,73.69
2026-01-22 19:06:00+00:00,orders-api,us-east,72.72
2026-01-22 19:07:00+00:00,orders-api,us-east,74.34
2026-01-22 19:08:00+00:00,orders-api,us-east,57.97
2026-01-22 19:09:00+00:00,orders-api,us-east,70.55
2026-01-22 19:10:00+00:00,orders-api,us-east,80.88
2026-01-22 19:11:00+00:00,orders-api,us-east,87.15
2026-01-22 19:12:00+00:00,orders-api,us-east,69.07
2026-01-22 19:13:00+00:00,orders-api,us-east,71.5
2026-01-22 19:14:00+00:00,orders-api,us-east,72.84
2026-01-22 19:15:00+00:00,orders-api,us-east,78.3
2026-01-22 19:16:00+00:00,orders-api,us-east,78.0
2026-01-22 19:17:00+00:00,orders-api,us-east,73.31
2026-01-22 19:18:00+00:00,orders-api,us-east,76.52
2026-01-22 19:19:00+00:00,orders-api,us-east,73.75
2026-01-22 19:20:00+00:00,orders-api,us-east,82.85
2026-01-22 19:21:00+00:00,orders-api,us-east,71.81
2026-01-22 19:22:00+00:00,orders-api,us-east,75.88
2026-01-22 19:23:00+00:00,orders-api,us-east,72.57
2026-01-22 19:24:00+00:00,orders-api,us-east,62.61
2026-01-22 19:25:00+00:00,orders-api,us-east,78.31
2026-01-22 19:26:00+00:00,orders-api,us-east,75.6
2026-01-22 19:27:00+00:00,orders-api,us-east,77.12
2026-01-22 19:28:00+00:00,orders-api,us-east,72.94
2026-01-22 19:29:00+00:00,orders-api,us-east,62.15
2026-01-22 19:30:00+00:00,orders-api,us-east,74.41
2026-01-22 19:31:00+00:00,orders-api,us-east,72.12
2026-01-22 19:32:00+00:00,orders-api,us-east,67.54
2026-01-22 19:33:00+00:00,orders-api,us-east,76.31
2026-01-22 19:34:00+00:00,orders-api,us-east,76.89
2026-01-22 19:35:00+00:00,orders-api,us-east,88.72
2026-01-22 19:36:00+00:00,orders-api,us-east,76.04
2026-01-22 19:37:00+00:00,orders-api,us-east,82.11
2026-01-22 19:38:00+00:00,orders-api,us-east,75.99
2026-01-22 19:39:00+00:00,orders-api,us-east,62.93
2026-01-22 19:40:00+00:00,orders-api,us-east,79.5
2026-01-22 19:41:00+00:00,orders-api,us-east,77.46
2026-01-22 19:42:00+00:00,orders-api,us-east,97.55
2026-01-22 19:43:00+00:00,orders-api,us-east,77.61
2026-01-22 19:44:00+00:00,orders-api,us-east,80.53
2026-01-22 19:45:00+00:00,orders-api,us-east,77.26
2026-01-22 19:46:00+00:00,orders-api,us-east,69.17
2026-01-22 19:47:00+00:00,orders-api,us-east,86.38
2026-01-22 19:48:00+00:00,orders-api,us-east,82.65
2026-01-22 19:49:00+00:00,orders-api,us-east,83.78
2026-01-22 19:50:00+00:00,orders-api,us-east,70.19
2026-01-22 19:51:00+00:00,orders-api,us-east,92.01
2026-01-22 19:52:00+00:00,orders-api,us-east,64.14
2026-01-22 19:53:00+00:00,orders-api,us-east,85.29
2026-01-22 19:54:00+00:00,orders-api,us-east,103.13
2026-01-22 19:55:00+00:00,orders-api,us-east,71.49
2026-01-22 19:56:00+00:00,orders-api,us-east,74.5
2026-01-22 19:57:00+00:00,orders-api,us-east,78.22
2026-01-22 19:58:00+00:00,orders-api,us-east,71.75
2026-01-22 19:59:00+00:00,orders-api,us-east,66.39
2026-01-22 20:00:00+00:00,orders-api,us-east,80.04
2026-01-22 20:01:00+00:00,orders-api,us-east,67.26
2026-01-22 20:02:00+00:00,orders-api,us-east,81.58
2026-01-22 20:03:00+00:00,orders-api,us-east,70.41
2026-01-22 20:04:00+00:00,orders-api,us-east,95.24
2026-01-22 20:05:00+00:00,orders-api,us-east,74.89
2026-01-22 20:06:00+00:00,orders-api,us-east,77.16
2026-01-22 20:07:00+00:00,orders-api,us-east,87.62
2026-01-22 20:08:00+00:00,orders-api,us-east,70.26
2026-01-22 20:09:00+00:00,orders-api,us-east,86.24
2026-01-22 20:10:00+00:00,orders-api,us-east,91.88
2026-01-22 20:11:00+00:00,orders-api,us-east,67.72
2026-01-22 20:12:00+00:00,orders-api,us-east,80.42
2026-01-22 20:13:00+00:00,orders-api,us-east,85.46
2026-01-22 20:14:00+00:00,orders-api,us-east,79.99
2026-01-22 20:15:00+00:00,orders-api,us-east,68.59
2026-01-22 20:16:00+00:00,orders-api,us-east,74.33
2026-01-22 20:17:00+00:00,orders-api,us-east,80.45
2026-01-22 20:18:00+00:00,orders-api,us-east,82.03
2026-01-22 20:19:00+00:00,orders-api,us-east,85.33
2026-01-22 20:20:00+00:00,orders-api,us-east,85.51
2026-01-22 20:21:00+00:00,orders-api,us-east,75.94
2026-01-22 20:22:00+00:00,orders-api,us-east,82.59
2026-01-22 20:23:00+00:00,orders-api,us-east,82.07
2026-01-22 20:24:00+00:00,orders-api,us-east,77.5
2026-01-22 20:25:00+00:00,orders-api,us-east,95.8
2026-01-22 20:26:00+00:00,orders-api,us-east,80.34
2026-01-22 20:27:00+00:00,orders-api,us-east,70.64
2026-01-22 20:28:00+00:00,orders-api,us-east,89.8
2026-01-22 20:29:00+00:00,orders-api,us-east,78.65
2026-01-22 20:30:00+00:00,orders-api,us-east,89.69
2026-01-22 20:31:00+00:00,orders-api,us-east,90.72
2026-01-22 20:32:00+00:00,orders-api,us-east,77.76
2026-01-22 20:33:00+00:00,orders-api,us-east,90.78
2026-01-22 20:34:00+00:00,orders-api,us-east,88.91
2026-01-22 20:35:00+00:00,orders-api,us-east,95.39
2026-01-22 20:36:00+00:00,orders-api,us-east,97.32
2026-01-22 20:37:00+00:00,orders-api,us-east,88.17
2026-01-22 20:38:00+00:00,orders-api,us-east,76.0
2026-01-22 20:39:00+00:00,orders-api,us-east,72.99
2026-01-22 20:40:00+00:00,orders-api,us-east,77.7
2026-01-22 20:41:00+00:00,orders-api,us-east,79.63
2026-01-22 20:42:00+00:00,orders-api,us-east,86.25
2026-01-22 20:43:00+00:00,orders-api,us-east,83.73
2026-01-22 20:44:00+00:00,orders-api,us-east,91.28
2026-01-22 20:45:00+00:00,orders-api,us-east,85.98
2026-01-22 20:46:00+00:00,orders-api,us-east,96.23
2026-01-22 20:47:00+00:00,orders-api,us-east,84.01
2026-01-22 20:48:00+00:00,orders-api,us-east,107.12
2026-01-22 20:49:00+00:00,orders-api,us-east,87.47
2026-01-22 20:50:00+00:00,orders-api,us-east,77.65
2026-01-22 20:51:00+00:00,orders-api,us-east,75.22
2026-01-22 20:52:00+00:00,orders-api,us-east,89.6
2026-01-22 20:53:00+00:00,orders-api,us-east,84.21
2026-01-22 20:54:00+00:00,orders-api,us-east,93.28
2026-01-22 20:55:00+00:00,orders-api,us-east,87.34
2026-01-22 20:56:00+00:00,orders-api,us-east,86.47
2026-01-22 20:57:00+00:00,orders-api,us-east,78.57
2026-01-22 20:58:00+00:00,orders-api,us-east,75.54
2026-01-22 20:59:00+00:00,orders-api,us-east,83.4
2026-01-22 21:00:00+00:00,orders-api,us-east,97.06
2026-01-22 21:01:00+00:00,orders-api,us-east,89.08
2026-01-22 21:02:00+00:00,orders-api,us-east,71.61
2026-01-22 21:03:00+00:00,orders-api,us-east,90.32
2026-01-22 21:04:00+00:00,orders-api,us-east,87.33
2026-01-22 21:05:00+00:00,orders-api,us-east,83.09
2026-01-22 21:06:00+00:00,orders-api,us-east,88.54
2026-01-22 21:07:00+00:00,orders-api,us-east,89.05
2026-01-22 21:08:00+00:00,orders-api,us-east,82.96
2026-01-22 21:09:00+00:00,orders-api,us-east,92.62
2026-01-22 21:10:00+00:00,orders-api,us-east,93.83
2026-01-22 21:11:00+00:00,orders-api,us-east,99.16
2026-01-22 21:12:00+00:00,orders-api,us-east,94.57
2026-01-22 21:13:00+00:00,orders-api,us-east,81.58
2026-01-22 21:14:00+00:00,orders-api,us-east,81.21
2026-01-22 21:15:00+00:00,orders-api,us-east,94.14
2026-01-22 21:16:00+00:00,orders-api,us-east,93.64
2026-01-22 21:17:00+00:00,orders-api,us-east,90.56
2026-01-22 21:18:00+00:00,orders-api,us-east,114.2
2026-01-22 21:19:00+00:00,orders-api,us-east,94.69
2026-01-22 21:20:00+00:00,orders-api,us-east,102.84
2026-01-22 21:21:00+00:00,orders-api,us-east,100.34
2026-01-22 21:22:00+00:00,orders-api,us-east,99.96
2026-01-22 21:23:00+00:00,orders-api,us-east,94.12
2026-01-22 21:24:00+00:00,orders-api,us-east,97.33
2026-01-22 21:25:00+00:00,orders-api,us-east,84.26
2026-01-22 21:26:00+00:00,orders-api,us-east,88.99
2026-01-22 21:27:00+00:00,orders-api,us-east,88.0
2026-01-22 21:28:00+00:00,orders-api,us-east,94.06
2026-01-22 21:29:00+00:00,orders-api,us-east,107.41
2026-01-22 21:30:00+00:00,orders-api,us-east,75.61
2026-01-22 21:31:00+00:00,orders-api,us-east,97.65
2026-01-22 21:32:00+00:00,orders-api,us-east,82.19
2026-01-22 21:33:00+00:00,orders-api,us-east,89.11
2026-01-22 21:34:00+00:00,orders-api,us-east,104.96
2026-01-22 21:35:00+00:00,orders-api,us-east,94.69
2026-01-22 21:36:00+00:00,orders-api,us-east,84.69
2026-01-22 21:37:00+00:00,orders-api,us-east,88.83
2026-01-22 21:38:00+00:00,orders-api,us-east,99.31
2026-01-22 21:39:00+00:00,orders-api,us-east,87.86
2026-01-22 21:40:00+00:00,orders-api,us-east,99.49
2026-01-22 21:41:00+00:00,orders-api,us-east,97.87
2026-01-22 21:42:00+00:00,orders-api,us-east,89.18
2026-01-22 21:43:00+00:00,orders-api,us-east,111.27
2026-01-22 21:44:00+00:00,orders-api,us-east,103.74
2026-01-22 21:45:00+00:00,orders-api,us-east,78.63
2026-01-22 21:46:00+00:00,orders-api,us-east,98.97
2026-01-22 21:47:00+00:00,orders-api,us-east,92.52
2026-01-22 21:48:00+00:00,orders-api,us-east,105.96
2026-01-22 21:49:00+00:00,orders-api,us-east,92.71
2026-01-22 21:50:00+00:00,orders-api,us-east,95.03
2026-01-22 21:51:00+00:00,orders-api,us-east,104.2
2026-01-22 21:52:00+00:00,orders-api,us-east,105.99
2026-01-22 21:53:00+00:00,orders-api,us-east,85.9
2026-01-22 21:54:00+00:00,orders-api,us-east,95.85
2026-01-22 21:55:00+00:00,orders-api,us-east,96.12
2026-01-22 21:56:00+00:00,orders-api,us-east,89.8
2026-01-22 21:57:00+00:00,orders-api,us-east,112.76
2026-01-22 21:58:00+00:00,orders-api,us-east,104.45
2026-01-22 21:59:00+00:00,orders-api,us-east,86.09
2026-01-22 22:00:00+00:00,orders-api,us-east,107.72
2026-01-22 22:01:00+00:00,orders-api,us-east,111.15
2026-01-22 22:02:00+00:00,orders-api,us-east,102.17
2026-01-22 22:03:00+00:00,orders-api,us-east,87.08
2026-01-22 22:04:00+00:00,orders-api,us-east,93.63
2026-01-22 22:05:00+00:00,orders-api,us-east,114.91
2026-01-22 22:06:00+00:00,orders-api,us-east,89.87
2026-01-22 22:07:00+00:00,orders-api,us-east,102.47
2026-01-22 22:08:00+00:00,orders-api,us-east,104.56
2026-01-22 22:09:00+00:00,orders-api,us-east,91.47
2026-01-22 22:10:00+00:00,orders-api,us-east,105.79
2026-01-22 22:11:00+00:00,orders-api,us-east,72.56
2026-01-22 22:12:00+00:00,orders-api,us-east,90.01
2026-01-22 22:13:00+00:00,orders-api,us-east,101.6
2026-01-22 22:14:00+00:00,orders-api,us-east,85.21
2026-01-22 22:15:00+00:00,orders-api,us-east,114.27
2026-01-22 22:16:00+00:00,orders-api,us-east,85.16
2026-01-22 22:17:00+00:00,orders-api,us-east,92.03
2026-01-22 22:18:00+00:00,orders-api,us-east,101.79
2026-01-22 22:19:00+00:00,orders-api,us-east,106.38
2026-01-22 22:20:00+00:00,orders-api,us-east,87.28
2026-01-22 22:21:00+00:00,orders-api,us-east,108.8
2026-01-22 22:22:00+00:00,orders-api,us-east,105.54
2026-01-22 22:23:00+00:00,orders-api,us-east,95.28
2026-01-22 22:24:00+00:00,orders-api,us-east,105.61
2026-01-22 22:25:00+00:00,orders-api,us-east,107.67
2026-01-22 22:26:00+00:00,orders-api,us-east,88.93
2026-01-22 22:27:00+00:00,orders-api,us-east,98.29
2026-01-22 22:28:00+00:00,orders-api,us-east,95.65
2026-01-22 22:29:00+00:00,orders-api,us-east,107.81
2026-01-22 22:30:00+00:00,orders-api,us-east,111.66
2026-01-22 22:31:00+00:00,orders-api,us-east,117.11
2026-01-22 22:32:00+00:00,orders-api,us-east,98.43
2026-01-22 22:33:00+00:00,orders-api,us-east,125.05
2026-01-22 22:34:00+00:00,orders-api,us-east,90.88
2026-01-22 22:35:00+00:00,orders-api,us-east,100.46
2026-01-22 22:36:00+00:00,orders-api,us-east,111.64
2026-01-22 22:37:00+00:00,orders-api,us-east,110.42
2026-01-22 22:38:00+00:00,orders-api,us-east,104.39
2026-01-22 22:39:00+00:00,orders-api,us-east,104.73
2026-01-22 22:40:00+00:00,orders-api,us-east,99.58
2026-01-22 22:41:00+00:00,orders-api,us-east,100.55
2026-01-22 22:42:00+00:00,orders-api,us-east,116.34
2026-01-22 22:43:00+00:00,orders-api,us-east,110.2
2026-01-22 22:44:00+00:00,orders-api,us-east,98.03
2026-01-22 22:45:00+00:00,orders-api,us-east,114.89
2026-01-22 22:46:00+00:00,orders-api,us-east,104.27
2026-01-22 22:47:00+00:00,orders-api,us-east,114.11
2026-01-22 22:48:00+00:00,orders-api,us-east,119.41
2026-01-22 22:49:00+00:00,orders-api,us-east,103.39
2026-01-22 22:50:00+00:00,orders-api,us-east,101.95
2026-01-22 22:51:00+00:00,orders-api,us-east,124.26
2026-01-22 22:52:00+00:00,orders-api,us-east,109.61
2026-01-22 22:53:00+00:00,orders-api,us-east,104.16
2026-01-22 22:54:00+00:00,orders-api,us-east,106.57
2026-01-22 22:55:00+00:00,orders-api,us-east,116.33
2026-01-22 22:56:00+00:00,orders-api,us-east,108.49
2026-01-22 22:57:00+00:00,orders-api,us-east,113.23
2026-01-22 22:58:00+00:00,orders-api,us-east,104.39
2026-01-22 22:59:00+00:00,orders-api,us-east,104.85
2026-01-22 23:00:00+00:00,orders-api,us-east,122.53
2026-01-22 23:01:00+00:00,orders-api,us-east,115.32
2026-01-22 23:02:00+00:00,orders-api,us-east,113.71
2026-01-22 23:03:00+00:00,orders-api,us-east,117.49
2026-01-22 23:04:00+00:00,orders-api,us-east,111.16
2026-01-22 23:05:00+00:00,orders-api,us-east,113.65
2026-01-22 23:06:00+00:00,orders-api,us-east,108.17
2026-01-22 23:07:00+00:00,orders-api,us-east,112.38
2026-01-22 23:08:00+00:00,orders-api,us-east,109.74
2026-01-22 23:09:00+00:00,orders-api,us-east,114.26
2026-01-22 23:10:00+00:00,orders-api,us-east,112.73
2026-01-22 23:11:00+00:00,orders-api,us-east,107.43
2026-01-22 23:12:00+00:00,orders-api,us-east,122.5
2026-01-22 23:13:00+00:00,orders-api,us-east,107.41
2026-01-22 23:14:00+00:00,orders-api,us-east,102.31
2026-01-22 23:15:00+00:00,orders-api,us-east,125.13
2026-01-22 23:16:00+00:00,orders-api,us-east,121.06
2026-01-22 23:17:00+00:00,orders-api,us-east,123.68
2026-01-22 23:18:00+00:00,orders-api,us-east,118.91
2026-01-22 23:19:00+00:00,orders-api,us-east,118.47
2026-01-22 23:20:00+00:00,orders-api,us-east,108.92
2026-01-22 23:21:00+00:00,orders-api,us-east,110.81
2026-01-22 23:22:00+00:00,orders-api,us-east,112.41
2026-01-22 23:23:00+00:00,orders-api,us-east,123.21
2026-01-22 23:24:00+00:00,orders-api,us-east,112.65
2026-01-22 23:25:00+00:00,orders-api,us-east,108.96
2026-01-22 23:26:00+00:00,orders-api,us-east,110.18
2026-01-22 23:27:00+00:00,orders-api,us-east,128.56
2026-01-22 23:28:00+00:00,orders-api,us-east,110.53
2026-01-22 23:29:00+00:00,orders-api,us-east,106.3
2026-01-22 23:30:00+00:00,orders-api,us-east,110.76
2026-01-22 23:31:00+00:00,orders-api,us-east,121.47
2026-01-22 23:32:00+00:00,orders-api,us-east,113.48
2026-01-22 23:33:00+00:00,orders-api,us-east,113.08
2026-01-22 23:34:00+00:00,orders-api,us-east,120.91
2026-01-22 23:35:00+00:00,orders-api,us-east,107.73
2026-01-22 23:36:00+00:00,orders-api,us-east,108.72
2026-01-22 23:37:00+00:00,orders-api,us-east,110.92
2026-01-22 23:38:00+00:00,orders-api,us-east,110.36
2026-01-22 23:39:00+00:00,orders-api,us-east,117.58
2026-01-22 23:40:00+00:00,orders-api,us-east,131.42
2026-01-22 23:41:00+00:00,orders-api,us-east,124.29
2026-01-22 23:42:00+00:00,orders-api,us-east,120.54
2026-01-22 23:43:00+00:00,orders-api,us-east,122.42
2026-01-22 23:44:00+00:00,orders-api,us-east,110.48
2026-01-22 23:45:00+00:00,orders-api,us-east,116.3
2026-01-22 23:46:00+00:00,orders-api,us-east,115.43
2026-01-22 23:47:00+00:00,orders-api,us-east,122.3
2026-01-22 23:48:00+00:00,orders-api,us-east,114.13
2026-01-22 23:49:00+00:00,orders-api,us-east,129.34
2026-01-22 23:50:00+00:00,orders-api,us-east,133.68
2026-01-22 23:51:00+00:00,orders-api,us-east,120.12
2026-01-22 23:52:00+00:00,orders-api,us-east,117.55
2026-01-22 23:53:00+00:00,orders-api,us-east,129.55
2026-01-22 23:54:00+00:00,orders-api,us-east,117.4
2026-01-22 23:55:00+00:00,orders-api,us-east,116.63
2026-01-22 23:56:00+00:00,orders-api,us-east,113.83
2026-01-22 23:57:00+00:00,orders-api,us-east,120.94
2026-01-22 23:58:00+00:00,orders-api,us-east,118.15
2026-01-22 23:59:00+00:00,orders-api,us-east,117.66
2026-01-23 00:00:00+00:00,orders-api,us-east,126.14
2026-01-23 00:01:00+00:00,orders-api,us-east,127.69
2026-01-23 00:02:00+00:00,orders-api,us-east,127.96
2026-01-23 00:03:00+00:00,orders-api,us-east,136.55
2026-01-23 00:04:00+00:00,orders-api,us-east,114.15
2026-01-23 00:05:00+00:00,orders-api,us-east,133.39
2026-01-23 00:06:00+00:00,orders-api,us-east,124.07
2026-01-23 00:07:00+00:00,orders-api,us-east,143.91
2026-01-23 00:08:00+00:00,orders-api,us-east,118.68
2026-01-23 00:09:00+00:00,orders-api,us-east,118.95
2026-01-23 00:10:00+00:00,orders-api,us-east,118.28
2026-01-23 00:11:00+00:00,orders-api,us-east,108.68
2026-01-23 00:12:00+00:00,orders-api,us-east,120.43
2026-01-23 00:13:00+00:00,orders-api,us-east,117.71
2026-01-23 00:14:00+00:00,orders-api,us-east,136.13
2026-01-23 00:15:00+00:00,orders-api,us-east,127.44
2026-01-23 00:16:00+00:00,orders-api,us-east,143.52
2026-01-23 00:17:00+00:00,orders-api,us-east,132.74
2026-01-23 00:18:00+00:00,orders-api,us-east,127.47
2026-01-23 00:19:00+00:00,orders-api,us-east,115.82
2026-01-23 00:20:00+00:00,orders-api,us-east,134.13
2026-01-23 00:21:00+00:00,orders-api,us-east,110.1
2026-01-23 00:22:00+00:00,orders-api,us-east,137.11
2026-01-23 00:23:00+00:00,orders-api,us-east,139.68
2026-01-23 00:24:00+00:00,orders-api,us-east,125.63
2026-01-23 00:25:00+00:00,orders-api,us-east,110.48
2026-01-23 00:26:00+00:00,orders-api,us-east,136.86
2026-01-23 00:27:00+00:00,orders-api,us-east,130.97
2026-01-23 00:28:00+00:00,orders-api,us-east,143.88
2026-01-23 00:29:00+00:00,orders-api,us-east,116.94
2026-01-23 00:30:00+00:00,orders-api,us-east,122.91
2026-01-23 00:31:00+00:00,orders-api,us-east,133.06
2026-01-23 00:32:00+00:00,orders-api,us-east,127.39
2026-01-23 00:33:00+00:00,orders-api,us-east,124.08
2026-01-23 00:34:00+00:00,orders-api,us-east,131.59
2026-01-23 00:35:00+00:00,orders-api,us-east,116.01
2026-01-23 00:36:00+00:00,orders-api,us-east,131.0
2026-01-23 00:37:00+00:00,orders-api,us-east,131.2
2026-01-23 00:38:00+00:00,orders-api,us-east,136.63
2026-01-23 00:39:00+00:00,orders-api,us-east,137.88
2026-01-23 00:40:00+00:00,orders-api,us-east,127.65
2026-01-23 00:41:00+00:00,orders-api,us-east,122.84
2026-01-23 00:42:00+00:00,orders-api,us-east,139.73
2026-01-23 00:43:00+00:00,orders-api,us-east,133.64
2026-01-23 00:44:00+00:00,orders-api,us-east,124.04
2026-01-23 00:45:00+00:00,orders-api,us-east,143.53
2026-01-23 00:46:00+00:00,orders-api,us-east,134.55
2026-01-23 00:47:00+00:00,orders-api,us-east,144.32
2026-01-23 00:48:00+00:00,orders-api,us-east,138.16
2026-01-23 00:49:00+00:00,orders-api,us-east,155.0
2026-01-23 00:50:00+00:00,orders-api,us-east,146.53
2026-01-23 00:51:00+00:00,orders-api,us-east,128.11
2026-01-23 00:52:00+00:00,orders-api,us-east,141.88
2026-01-23 00:53:00+00:00,orders-api,us-east,136.32
2026-01-23 00:54:00+00:00,orders-api,us-east,147.64
2026-01-23 00:55:00+00:00,orders-api,us-east,130.68
2026-01-23 00:56:00+00:00,orders-api,us-east,141.87
2026-01-23 00:57:00+00:00,orders-api,us-east,143.42
2026-01-23 00:58:00+00:00,orders-api,us-east,122.27
2026-01-23 00:59:00+00:00,orders-api,us-east,124.23
2026-01-23 01:00:00+00:00,orders-api,us-east,115.63
2026-01-23 01:01:00+00:00,orders-api,us-east,134.35
2026-01-23 01:02:00+00:00,orders-api,us-east,146.4
2026-01-23 01:03:00+00:00,orders-api,us-east,145.18
2026-01-23 01:04:00+00:00,orders-api,us-east,134.68
2026-01-23 01:05:00+00:00,orders-api,us-east,152.52
2026-01-23 01:06:00+00:00,orders-api,us-east,124.53
2026-01-23 01:07:00+00:00,orders-api,us-east,122.19
2026-01-23 01:08:00+00:00,orders-api,us-east,133.1
2026-01-23 01:09:00+00:00,orders-api,us-east,141.66
2026-01-23 01:10:00+00:00,orders-api,us-east,135.85
2026-01-23 01:11:00+00:00,orders-api,us-east,115.13
2026-01-23 01:12:00+00:00,orders-api,us-east,138.68
2026-01-23 01:13:00+00:00,orders-api,us-east,129.62
2026-01-23 01:14:00+00:00,orders-api,us-east,141.74
2026-01-23 01:15:00+00:00,orders-api,us-east,144.43
2026-01-23 01:16:00+00:00,orders-api,us-east,125.52
2026-01-23 01:17:00+00:00,orders-api,us-east,130.32
2026-01-23 01:18:00+00:00,orders-api,us-east,128.0
2026-01-23 01:19:00+00:00,orders-api,us-east,138.15
2026-01-23 01:20:00+00:00,orders-api,us-east,147.81
2026-01-23 01:21:00+00:00,orders-api,us-east,128.95
2026-01-23 01:22:00+00:00,orders-api,us-east,145.83
2026-01-23 01:23:00+00:00,orders-api,us-east,132.79
2026-01-23 01:24:00+00:00,orders-api,us-east,123.37
2026-01-23 01:25:00+00:00,orders-api,us-east,133.18
2026-01-23 01:26:00+00:00,orders-api,us-east,137.85
2026-01-23 01:27:00+00:00,orders-api,us-east,132.5
2026-01-23 01:28:00+00:00,orders-api,us-east,128.18
2026-01-23 01:29:00+00:00,orders-api,us-east,149.19
2026-01-23 01:30:00+00:00,orders-api,us-east,143.18
2026-01-23 01:31:00+00:00,orders-api,us-east,133.34
2026-01-23 01:32:00+00:00,orders-api,us-east,142.16
2026-01-23 01:33:00+00:00,orders-api,us-east,139.65
2026-01-23 01:34:00+00:00,orders-api,us-east,132.39
