ts,service,region,error_rate,errors_per_min
2026-01-27T18:02:00Z,orders-api,us-east,0.01069,42
2026-01-27T18:03:00Z,orders-api,us-east,0.01101,46
2026-01-27T18:04:00Z,orders-api,us-east,0.00321,17
2026-01-27T18:05:00Z,orders-api,us-east,0.01018,49
2026-01-27T18:06:00Z,orders-api,us-east,0.01989,94
2026-01-27T18:07:00Z,orders-api,us-east,0.03621,153
2026-01-27T18:08:00Z,orders-api,us-east,0.01021,60
2026-01-27T18:09:00Z,orders-api,us-east,0.00522,20
2026-01-27T18:10:00Z,orders-api,us-east,0.00802,39
2026-01-27T18:11:00Z,orders-api,us-east,0.0045,28
2026-01-27T18:12:00Z,orders-api,us-east,0.00512,19
2026-01-27T18:13:00Z,orders-api,us-east,0.01168,50
2026-01-27T18:14:00Z,orders-api,us-east,0.01378,62
2026-01-27T18:15:00Z,orders-api,us-east,0.01698,77
2026-01-27T18:16:00Z,orders-api,us-east,0.00397,16
2026-01-27T18:17:00Z,orders-api,us-east,0.00891,44
2026-01-27T18:18:00Z,orders-api,us-east,0.01294,51
2026-01-27T18:19:00Z,orders-api,us-east,0.02052,101
2026-01-27T18:20:00Z,orders-api,us-east,0.00699,31
2026-01-27T18:21:00Z,orders-api,us-east,0.00463,28
2026-01-27T18:22:00Z,orders-api,us-east,0.00939,40
2026-01-27T18:23:00Z,orders-api,us-east,0.00455,20
2026-01-27T18:24:00Z,orders-api,us-east,0.00851,46
2026-01-27T18:25:00Z,orders-api,us-east,0.01637,69
2026-01-27T18:26:00Z,orders-api,us-east,0.0088,47
2026-01-27T18:27:00Z,orders-api,us-east,0.00933,52
2026-01-27T18:28:00Z,orders-api,us-east,0.01224,49
2026-01-27T18:29:00Z,orders-api,us-east,0.01316,66
2026-01-27T18:30:00Z,orders-api,us-east,0.02117,101
2026-01-27T18:31:00Z,orders-api,us-east,0.01284,61
2026-01-27T18:32:00Z,orders-api,us-east,0.02058,80
2026-01-27T18:33:00Z,orders-api,us-east,0.02343,103
2026-01-27T18:34:00Z,orders-api,us-east,0.01309,63
2026-01-27T18:35:00Z,orders-api,us-east,0.00769,38
2026-01-27T18:36:00Z,orders-api,us-east,0.02076,108
2026-01-27T18:37:00Z,orders-api,us-east,0.0225,115
2026-01-27T18:38:00Z,orders-api,us-east,0.02044,89
2026-01-27T18:39:00Z,orders-api,us-east,0.01327,64
2026-01-27T18:40:00Z,orders-api,us-east,0.00769,38
2026-01-27T18:41:00Z,orders-api,us-east,0.0193,88
2026-01-27T18:42:00Z,orders-api,us-east,0.00614,34
2026-01-27T18:43:00Z,orders-api,us-east,0.02914,140
2026-01-27T18:44:00Z,orders-api,us-east,0.00885,38
2026-01-27T18:45:00Z,orders-api,us-east,0.00557,31
2026-01-27T18:46:00Z,orders-api,us-east,0.02437,121
2026-01-27T18:47:00Z,orders-api,us-east,0.02233,118
2026-01-27T18:48:00Z,orders-api,us-east,0.01537,88
2026-01-27T18:49:00Z,orders-api,us-east,0.01108,51
2026-01-27T18:50:00Z,orders-api,us-east,0.00613,37
2026-01-27T18:51:00Z,orders-api,us-east,0.01918,102
2026-01-27T18:52:00Z,orders-api,us-east,0.006,34
2026-01-27T18:53:00Z,orders-api,us-east,0.00384,22
2026-01-27T18:54:00Z,orders-api,us-east,0.0212,106
2026-01-27T18:55:00Z,orders-api,us-east,0.01915,95
2026-01-27T18:56:00Z,orders-api,us-east,0.01648,76
2026-01-27T18:57:00Z,orders-api,us-east,0.01598,79
2026-01-27T18:58:00Z,orders-api,us-east,0.00738,37
2026-01-27T18:59:00Z,orders-api,us-east,0.01104,60
2026-01-27T19:00:00Z,orders-api,us-east,0.01772,95
2026-01-27T19:01:00Z,orders-api,us-east,0.0096,52
2026-01-27T19:02:00Z,orders-api,us-east,0.01014,50
2026-01-27T19:03:00Z,orders-api,us-east,0.0102,60
2026-01-27T19:04:00Z,orders-api,us-east,0.01569,81
2026-01-27T19:05:00Z,orders-api,us-east,0.00845,56
2026-01-27T19:06:00Z,orders-api,us-east,0.00262,14
2026-01-27T19:07:00Z,orders-api,us-east,0.00761,34
2026-01-27T19:08:00Z,orders-api,us-east,0.02549,116
2026-01-27T19:09:00Z,orders-api,us-east,0.01792,93
2026-01-27T19:10:00Z,orders-api,us-east,0.02611,126
2026-01-27T19:11:00Z,orders-api,us-east,0.00312,18
2026-01-27T19:12:00Z,orders-api,us-east,0.00267,13
2026-01-27T19:13:00Z,orders-api,us-east,0.00945,51
2026-01-27T19:14:00Z,orders-api,us-east,0.01725,77
2026-01-27T19:15:00Z,orders-api,us-east,0.02309,109
2026-01-27T19:16:00Z,orders-api,us-east,0.01456,67
2026-01-27T19:17:00Z,orders-api,us-east,0.01584,88
2026-01-27T19:18:00Z,orders-api,us-east,0.00379,22
2026-01-27T19:19:00Z,orders-api,us-east,0.01295,59
2026-01-27T19:20:00Z,orders-api,us-east,0.00615,31
2026-01-27T19:21:00Z,orders-api,us-east,0.01902,100
2026-01-27T19:22:00Z,orders-api,us-east,0.00898,42
2026-01-27T19:23:00Z,orders-api,us-east,0.01723,95
2026-01-27T19:24:00Z,orders-api,us-east,0.00986,53
2026-01-27T19:25:00Z,orders-api,us-east,0.01223,61
2026-01-27T19:26:00Z,orders-api,us-east,0.00713,39
2026-01-27T19:27:00Z,orders-api,us-east,0.00644,38
2026-01-27T19:28:00Z,orders-api,us-east,0.00782,47
2026-01-27T19:29:00Z,orders-api,us-east,0.00934,49
2026-01-27T19:30:00Z,orders-api,us-east,0.01377,67
2026-01-27T19:31:00Z,orders-api,us-east,0.00889,41
2026-01-27T19:32:00Z,orders-api,us-east,0.00724,41
2026-01-27T19:33:00Z,orders-api,us-east,0.00912,51
2026-01-27T19:34:00Z,orders-api,us-east,0.00682,37
2026-01-27T19:35:00Z,orders-api,us-east,0.00734,52
2026-01-27T19:36:00Z,orders-api,us-east,0.01497,80
2026-01-27T19:37:00Z,orders-api,us-east,0.00917,57
2026-01-27T19:38:00Z,orders-api,us-east,0.00718,46
2026-01-27T19:39:00Z,orders-api,us-east,0.01629,102
2026-01-27T19:40:00Z,orders-api,us-east,0.00599,33
2026-01-27T19:41:00Z,orders-api,us-east,0.00733,43
2026-01-27T19:42:00Z,orders-api,us-east,0.00838,41
2026-01-27T19:43:00Z,orders-api,us-east,0.02456,136
2026-01-27T19:44:00Z,orders-api,us-east,0.01406,72
2026-01-27T19:45:00Z,orders-api,us-east,0.01359,71
2026-01-27T19:46:00Z,orders-api,us-east,0.00312,21
2026-01-27T19:47:00Z,orders-api,us-east,0.00595,30
2026-01-27T19:48:00Z,orders-api,us-east,0.01252,77
2026-01-27T19:49:00Z,orders-api,us-east,0.00595,31
2026-01-27T19:50:00Z,orders-api,us-east,0.01368,69
2026-01-27T19:51:00Z,orders-api,us-east,0.01544,102
2026-01-27T19:52:00Z,orders-api,us-east,0.00694,41
2026-01-27T19:53:00Z,orders-api,us-east,0.00735,39
2026-01-27T19:54:00Z,orders-api,us-east,0.00352,17
2026-01-27T19:55:00Z,orders-api,us-east,0.00708,44
2026-01-27T19:56:00Z,orders-api,us-east,0.01431,79
2026-01-27T19:57:00Z,orders-api,us-east,0.00678,40
2026-01-27T19:58:00Z,orders-api,us-east,0.00402,23
2026-01-27T19:59:00Z,orders-api,us-east,0.00911,51
2026-01-27T20:00:00Z,orders-api,us-east,0.00763,48
2026-01-27T20:01:00Z,orders-api,us-east,0.02779,169
2026-01-27T20:02:00Z,orders-api,us-east,0.00501,26
2026-01-27T20:03:00Z,orders-api,us-east,0.00918,52
2026-01-27T20:04:00Z,orders-api,us-east,0.01459,88
2026-01-27T20:05:00Z,orders-api,us-east,0.00855,53
2026-01-27T20:06:00Z,orders-api,us-east,0.01711,92
2026-01-27T20:07:00Z,orders-api,us-east,0.01941,116
2026-01-27T20:08:00Z,orders-api,us-east,0.00917,59
2026-01-27T20:09:00Z,orders-api,us-east,0.01165,82
2026-01-27T20:10:00Z,orders-api,us-east,0.01183,60
2026-01-27T20:11:00Z,orders-api,us-east,0.00522,29
2026-01-27T20:12:00Z,orders-api,us-east,0.00968,56
2026-01-27T20:13:00Z,orders-api,us-east,0.01145,61
2026-01-27T20:14:00Z,orders-api,us-east,0.008,57
2026-01-27T20:15:00Z,orders-api,us-east,0.01263,82
2026-01-27T20:16:00Z,orders-api,us-east,0.0134,70
2026-01-27T20:17:00Z,orders-api,us-east,0.01117,80
2026-01-27T20:18:00Z,orders-api,us-east,0.01711,102
2026-01-27T20:19:00Z,orders-api,us-east,0.00774,47
2026-01-27T20:20:00Z,orders-api,us-east,0.02177,113
2026-01-27T20:21:00Z,orders-api,us-east,0.01252,74
2026-01-27T20:22:00Z,orders-api,us-east,0.00903,64
2026-01-27T20:23:00Z,orders-api,us-east,0.00986,51
2026-01-27T20:24:00Z,orders-api,us-east,0.0063,37
2026-01-27T20:25:00Z,orders-api,us-east,0.0062,38
2026-01-27T20:26:00Z,orders-api,us-east,0.00355,19
2026-01-27T20:27:00Z,orders-api,us-east,0.01746,119
2026-01-27T20:28:00Z,orders-api,us-east,0.02442,110
2026-01-27T20:29:00Z,orders-api,us-east,0.01319,67
2026-01-27T20:30:00Z,orders-api,us-east,0.0193,115
2026-01-27T20:31:00Z,orders-api,us-east,0.00541,29
2026-01-27T20:32:00Z,orders-api,us-east,0.00646,44
2026-01-27T20:33:00Z,orders-api,us-east,0.01749,94
2026-01-27T20:34:00Z,orders-api,us-east,0.00713,40
2026-01-27T20:35:00Z,orders-api,us-east,0.02989,188
2026-01-27T20:36:00Z,orders-api,us-east,0.01748,122
2026-01-27T20:37:00Z,orders-api,us-east,0.00686,36
2026-01-27T20:38:00Z,orders-api,us-east,0.00321,20
2026-01-27T20:39:00Z,orders-api,us-east,0.02162,133
2026-01-27T20:40:00Z,orders-api,us-east,0.0229,131
2026-01-27T20:41:00Z,orders-api,us-east,0.00499,32
2026-01-27T20:42:00Z,orders-api,us-east,0.0067,42
2026-01-27T20:43:00Z,orders-api,us-east,0.00452,26
2026-01-27T20:44:00Z,orders-api,us-east,0.01457,86
2026-01-27T20:45:00Z,orders-api,us-east,0.01179,70
2026-01-27T20:46:00Z,orders-api,us-east,0.02517,151
2026-01-27T20:47:00Z,orders-api,us-east,0.01227,76
2026-01-27T20:48:00Z,orders-api,us-east,0.01127,77
2026-01-27T20:49:00Z,orders-api,us-east,0.00527,32
2026-01-27T20:50:00Z,orders-api,us-east,0.00316,22
2026-01-27T20:51:00Z,orders-api,us-east,0.00433,22
2026-01-27T20:52:00Z,orders-api,us-east,0.00789,43
2026-01-27T20:53:00Z,orders-api,us-east,0.00959,57
2026-01-27T20:54:00Z,orders-api,us-east,0.01002,68
2026-01-27T20:55:00Z,orders-api,us-east,0.01816,122
2026-01-27T20:56:00Z,orders-api,us-east,0.01772,115
2026-01-27T20:57:00Z,orders-api,us-east,0.02127,129
2026-01-27T20:58:00Z,orders-api,us-east,0.00503,30
2026-01-27T20:59:00Z,orders-api,us-east,0.02178,155
2026-01-27T21:00:00Z,orders-api,us-east,0.01882,124
2026-01-27T21:01:00Z,orders-api,us-east,0.01889,114
2026-01-27T21:02:00Z,orders-api,us-east,0.0024,16
2026-01-27T21:03:00Z,orders-api,us-east,0.00861,55
2026-01-27T21:04:00Z,orders-api,us-east,0.00499,31
2026-01-27T21:05:00Z,orders-api,us-east,0.01161,74
2026-01-27T21:06:00Z,orders-api,us-east,0.01025,67
2026-01-27T21:07:00Z,orders-api,us-east,0.00826,48
2026-01-27T21:08:00Z,orders-api,us-east,0.01811,144
2026-01-27T21:09:00Z,orders-api,us-east,0.01098,74
2026-01-27T21:10:00Z,orders-api,us-east,0.00763,46
2026-01-27T21:11:00Z,orders-api,us-east,0.01359,87
2026-01-27T21:12:00Z,orders-api,us-east,0.00345,24
2026-01-27T21:13:00Z,orders-api,us-east,0.00767,53
2026-01-27T21:14:00Z,orders-api,us-east,0.01912,124
2026-01-27T21:15:00Z,orders-api,us-east,0.0223,146
2026-01-27T21:16:00Z,orders-api,us-east,0.01396,85
2026-01-27T21:17:00Z,orders-api,us-east,0.0184,126
2026-01-27T21:18:00Z,orders-api,us-east,0.01304,84
2026-01-27T21:19:00Z,orders-api,us-east,0.01541,100
2026-01-27T21:20:00Z,orders-api,us-east,0.01079,73
2026-01-27T21:21:00Z,orders-api,us-east,0.02032,133
2026-01-27T21:22:00Z,orders-api,us-east,0.00872,59
2026-01-27T21:23:00Z,orders-api,us-east,0.01279,80
2026-01-27T21:24:00Z,orders-api,us-east,0.0096,63
2026-01-27T21:25:00Z,orders-api,us-east,0.01128,79
2026-01-27T21:26:00Z,orders-api,us-east,0.00813,54
2026-01-27T21:27:00Z,orders-api,us-east,0.02158,143
2026-01-27T21:28:00Z,orders-api,us-east,0.01178,74
2026-01-27T21:29:00Z,orders-api,us-east,0.02116,162
2026-01-27T21:30:00Z,orders-api,us-east,0.00573,33
2026-01-27T21:31:00Z,orders-api,us-east,0.00821,49
2026-01-27T21:32:00Z,orders-api,us-east,0.00813,61
2026-01-27T21:33:00Z,orders-api,us-east,0.01079,73
2026-01-27T21:34:00Z,orders-api,us-east,0.01164,84
2026-01-27T21:35:00Z,orders-api,us-east,0.02943,203
2026-01-27T21:36:00Z,orders-api,us-east,0.00625,44
2026-01-27T21:37:00Z,orders-api,us-east,0.01491,94
2026-01-27T21:38:00Z,orders-api,us-east,0.02873,174
2026-01-27T21:39:00Z,orders-api,us-east,0.03293,232
2026-01-27T21:40:00Z,orders-api,us-east,0.00707,53
2026-01-27T21:41:00Z,orders-api,us-east,0.00568,39
2026-01-27T21:42:00Z,orders-api,us-east,0.01804,126
2026-01-27T21:43:00Z,orders-api,us-east,0.00345,22
2026-01-27T21:44:00Z,orders-api,us-east,0.00872,72
2026-01-27T21:45:00Z,orders-api,us-east,0.01173,78
2026-01-27T21:46:00Z,orders-api,us-east,0.00556,34
2026-01-27T21:47:00Z,orders-api,us-east,0.00937,62
2026-01-27T21:48:00Z,orders-api,us-east,0.0101,77
2026-01-27T21:49:00Z,orders-api,us-east,0.0098,62
2026-01-27T21:50:00Z,orders-api,us-east,0.01702,116
2026-01-27T21:51:00Z,orders-api,us-east,0.01242,96
2026-01-27T21:52:00Z,orders-api,us-east,0.01284,88
2026-01-27T21:53:00Z,orders-api,us-east,0.01074,68
2026-01-27T21:54:00Z,orders-api,us-east,0.01245,79
2026-01-27T21:55:00Z,orders-api,us-east,0.00426,27
2026-01-27T21:56:00Z,orders-api,us-east,0.01234,89
2026-01-27T21:57:00Z,orders-api,us-east,0.01008,77
2026-01-27T21:58:00Z,orders-api,us-east,0.00757,59
2026-01-27T21:59:00Z,orders-api,us-east,0.00807,54
2026-01-27T22:00:00Z,orders-api,us-east,0.00424,32
2026-01-27T22:01:00Z,orders-api,us-east,0.01457,97
2026-01-27T22:02:00Z,orders-api,us-east,0.01025,71
2026-01-27T22:03:00Z,orders-api,us-east,0.02266,161
2026-01-27T22:04:00Z,orders-api,us-east,0.00588,42
2026-01-27T22:05:00Z,orders-api,us-east,0.00861,63
2026-01-27T22:06:00Z,orders-api,us-east,0.00426,31
2026-01-27T22:07:00Z,orders-api,us-east,0.01206,101
2026-01-27T22:08:00Z,orders-api,us-east,0.00969,65
2026-01-27T22:09:00Z,orders-api,us-east,0.01373,96
2026-01-27T22:10:00Z,orders-api,us-east,0.00913,67
2026-01-27T22:11:00Z,orders-api,us-east,0.01499,101
2026-01-27T22:12:00Z,orders-api,us-east,0.01634,112
2026-01-27T22:13:00Z,orders-api,us-east,0.00622,42
2026-01-27T22:14:00Z,orders-api,us-east,0.01016,79
2026-01-27T22:15:00Z,orders-api,us-east,0.00722,51
2026-01-27T22:16:00Z,orders-api,us-east,0.00584,43
2026-01-27T22:17:00Z,orders-api,us-east,0.00758,54
2026-01-27T22:18:00Z,orders-api,us-east,0.01089,85
2026-01-27T22:19:00Z,orders-api,us-east,0.00813,65
2026-01-27T22:20:00Z,orders-api,us-east,0.00906,72
2026-01-27T22:21:00Z,orders-api,us-east,0.00715,50
2026-01-27T22:22:00Z,orders-api,us-east,0.01405,111
2026-01-27T22:23:00Z,orders-api,us-east,0.00464,34
2026-01-27T22:24:00Z,orders-api,us-east,0.01072,90
2026-01-27T22:25:00Z,orders-api,us-east,0.01361,93
2026-01-27T22:26:00Z,orders-api,us-east,0.0173,133
2026-01-27T22:27:00Z,orders-api,us-east,0.00533,37
2026-01-27T22:28:00Z,orders-api,us-east,0.01546,114
2026-01-27T22:29:00Z,orders-api,us-east,0.00833,61
2026-01-27T22:30:00Z,orders-api,us-east,0.00394,28
2026-01-27T22:31:00Z,orders-api,us-east,0.01025,86
2026-01-27T22:32:00Z,orders-api,us-east,0.00976,73
2026-01-27T22:33:00Z,orders-api,us-east,0.0213,196
2026-01-27T22:34:00Z,orders-api,us-east,0.01097,88
2026-01-27T22:35:00Z,orders-api,us-east,0.01305,102
2026-01-27T22:36:00Z,orders-api,us-east,0.0105,72
2026-01-27T22:37:00Z,orders-api,us-east,0.02158,175
2026-01-27T22:38:00Z,orders-api,us-east,0.01133,71
2026-01-27T22:39:00Z,orders-api,us-east,0.02214,202
2026-01-27T22:40:00Z,orders-api,us-east,0.00655,55
2026-01-27T22:41:00Z,orders-api,us-east,0.0119,88
2026-01-27T22:42:00Z,orders-api,us-east,0.01038,67
2026-01-27T22:43:00Z,orders-api,us-east,0.01978,163
2026-01-27T22:44:00Z,orders-api,us-east,0.00423,32
2026-01-27T22:45:00Z,orders-api,us-east,0.01508,124
2026-01-27T22:46:00Z,orders-api,us-east,0.00214,15
2026-01-27T22:47:00Z,orders-api,us-east,0.01217,85
2026-01-27T22:48:00Z,orders-api,us-east,0.00574,41
2026-01-27T22:49:00Z,orders-api,us-east,0.00357,28
2026-01-27T22:50:00Z,orders-api,us-east,0.01197,91
2026-01-27T22:51:00Z,orders-api,us-east,0.01925,151
2026-01-27T22:52:00Z,orders-api,us-east,0.01962,136
2026-01-27T22:53:00Z,orders-api,us-east,0.0053,42
2026-01-27T22:54:00Z,orders-api,us-east,0.0192,154
2026-01-27T22:55:00Z,orders-api,us-east,0.01384,114
2026-01-27T22:56:00Z,orders-api,us-east,0.00527,45
2026-01-27T22:57:00Z,orders-api,us-east,0.02478,195
2026-01-27T22:58:00Z,orders-api,us-east,0.00853,62
2026-01-27T22:59:00Z,orders-api,us-east,0.00681,58
2026-01-27T23:00:00Z,orders-api,us-east,0.01074,88
2026-01-27T23:01:00Z,orders-api,us-east,0.01373,93
2026-01-27T23:02:00Z,orders-api,us-east,0.01313,112
2026-01-27T23:03:00Z,orders-api,us-east,0.01957,153
2026-01-27T23:04:00Z,orders-api,us-east,0.00499,45
2026-01-27T23:05:00Z,orders-api,us-east,0.02384,186
2026-01-27T23:06:00Z,orders-api,us-east,0.03974,372
2026-01-27T23:07:00Z,orders-api,us-east,0.01015,88
2026-01-27T23:08:00Z,orders-api,us-east,0.01129,78
2026-01-27T23:09:00Z,orders-api,us-east,0.00543,49
2026-01-27T23:10:00Z,orders-api,us-east,0.00616,51
2026-01-27T23:11:00Z,orders-api,us-east,0.01448,123
2026-01-27T23:12:00Z,orders-api,us-east,0.00787,62
2026-01-27T23:13:00Z,orders-api,us-east,0.00787,68
2026-01-27T23:14:00Z,orders-api,us-east,0.03704,301
2026-01-27T23:15:00Z,orders-api,us-east,0.0066,47
2026-01-27T23:16:00Z,orders-api,us-east,0.02423,171
2026-01-27T23:17:00Z,orders-api,us-east,0.01793,112
2026-01-27T23:18:00Z,orders-api,us-east,0.00872,75
2026-01-27T23:19:00Z,orders-api,us-east,0.0291,284
2026-01-27T23:20:00Z,orders-api,us-east,0.01993,169
2026-01-27T23:21:00Z,orders-api,us-east,0.01103,86
2026-01-27T23:22:00Z,orders-api,us-east,0.01099,96
2026-01-27T23:23:00Z,orders-api,us-east,0.00281,22
2026-01-27T23:24:00Z,orders-api,us-east,0.01444,111
2026-01-27T23:25:00Z,orders-api,us-east,0.02538,211
2026-01-27T23:26:00Z,orders-api,us-east,0.01143,101
2026-01-27T23:27:00Z,orders-api,us-east,0.01066,91
2026-01-27T23:28:00Z,orders-api,us-east,0.00405,27
2026-01-27T23:29:00Z,orders-api,us-east,0.0106,81
2026-01-27T23:30:00Z,orders-api,us-east,0.00526,42
2026-01-27T23:31:00Z,orders-api,us-east,0.02947,250
2026-01-27T23:32:00Z,orders-api,us-east,0.02341,207
2026-01-27T23:33:00Z,orders-api,us-east,0.00655,49
2026-01-27T23:34:00Z,orders-api,us-east,0.00788,63
2026-01-27T23:35:00Z,orders-api,us-east,0.01454,114
