ts,service,rps,requests_per_min,errors_per_min,error_rate,availability,burn_rate_1h
2026-01-22 18:12:00+00:00,orders-api,186.26999999999998,11176.199999999999,115,0.010289722803815252,0.9897102771961848,0.0
2026-01-22 18:13:00+00:00,orders-api,199.42000000000002,11965.2,215,0.017968776117407145,0.9820312238825929,0.0
2026-01-22 18:14:00+00:00,orders-api,215.82,12949.199999999999,107,0.00826305872177432,0.9917369412782256,0.0
2026-01-22 18:15:00+00:00,orders-api,187.51,11250.599999999999,215,0.01911009190620945,0.9808899080937905,0.0
2026-01-22 18:16:00+00:00,orders-api,223.82999999999998,13429.8,209,0.015562405992643228,0.9844375940073568,0.0
2026-01-22 18:17:00+00:00,orders-api,202.28,12136.8,62,0.005108430558302024,0.994891569441698,0.0
2026-01-22 18:18:00+00:00,orders-api,200.81,12048.6,70,0.005809803628637352,0.9941901963713626,0.0
2026-01-22 18:19:00+00:00,orders-api,203.65,12219.0,92,0.007529257713397169,0.9924707422866028,0.0
2026-01-22 18:20:00+00:00,orders-api,266.55,15993.0,179,0.011192396673544675,0.9888076033264553,0.0
2026-01-22 18:21:00+00:00,orders-api,217.06,13023.6,153,0.011747903805399428,0.9882520961946005,0.0
2026-01-22 18:22:00+00:00,orders-api,192.8,11568.0,113,0.009768326417704011,0.990231673582296,0.0
2026-01-22 18:23:00+00:00,orders-api,240.12,14407.2,149,0.01034205119662391,0.9896579488033761,0.0
2026-01-22 18:24:00+00:00,orders-api,196.24,11774.400000000001,177,0.015032613126783528,0.9849673868732165,0.0
2026-01-22 18:25:00+00:00,orders-api,222.51,13350.599999999999,280,0.020972840171977293,0.9790271598280227,0.0
2026-01-22 18:26:00+00:00,orders-api,172.07,10324.199999999999,229,0.022180895372038514,0.9778191046279615,0.0
2026-01-22 18:27:00+00:00,orders-api,177.32,10639.199999999999,213,0.020020302278366795,0.9799796977216332,0.0
2026-01-22 18:28:00+00:00,orders-api,226.57999999999998,13594.8,105,0.007723541354047136,0.9922764586459528,0.0
2026-01-22 18:29:00+00:00,orders-api,238.41000000000003,14304.600000000002,93,0.006501405142401744,0.9934985948575983,0.0
2026-01-22 18:30:00+00:00,orders-api,217.9,13074.0,257,0.019657335169037785,0.9803426648309622,0.0
2026-01-22 18:31:00+00:00,orders-api,209.21,12552.6,86,0.006851170275480776,0.9931488297245192,0.0
2026-01-22 18:32:00+00:00,orders-api,209.3,12558.0,156,0.012422360248447204,0.9875776397515528,0.0
2026-01-22 18:33:00+00:00,orders-api,176.6,10596.0,74,0.006983767459418648,0.9930162325405814,0.0
2026-01-22 18:34:00+00:00,orders-api,200.08999999999997,12005.399999999998,115,0.009579022773085446,0.9904209772269146,0.0
2026-01-22 18:35:00+00:00,orders-api,212.12,12727.2,77,0.006050034571626123,0.9939499654283739,0.0
2026-01-22 18:36:00+00:00,orders-api,242.47000000000003,14548.2,129,0.00886707633934095,0.9911329236606591,0.0
2026-01-22 18:37:00+00:00,orders-api,226.81,13608.6,136,0.009993680466763664,0.9900063195332364,0.0
2026-01-22 18:38:00+00:00,orders-api,176.19,10571.4,103,0.009743269576404262,0.9902567304235957,0.0
2026-01-22 18:39:00+00:00,orders-api,227.84,13670.4,128,0.009363295880149813,0.9906367041198502,0.0
2026-01-22 18:40:00+00:00,orders-api,207.81,12468.6,167,0.013393644835827598,0.9866063551641724,0.0
2026-01-22 18:41:00+00:00,orders-api,200.62,12037.2,103,0.008556807230917488,0.9914431927690825,0.0
2026-01-22 18:42:00+00:00,orders-api,235.14,14108.4,203,0.01438859119389867,0.9856114088061013,0.0
2026-01-22 18:43:00+00:00,orders-api,244.85,14691.0,286,0.019467701313729494,0.9805322986862705,0.0
2026-01-22 18:44:00+00:00,orders-api,240.94,14456.4,175,0.012105365097811351,0.9878946349021887,0.0
2026-01-22 18:45:00+00:00,orders-api,202.37,12142.2,131,0.010788819159625108,0.9892111808403748,0.0
2026-01-22 18:46:00+00:00,orders-api,215.45999999999998,12927.599999999999,88,0.006807141310065288,0.9931928586899347,0.0
2026-01-22 18:47:00+00:00,orders-api,236.49,14189.400000000001,155,0.010923647229622111,0.9890763527703779,0.0
2026-01-22 18:48:00+00:00,orders-api,236.95999999999998,14217.599999999999,323,0.022718320954310152,0.9772816790456899,11.69297123765105
2026-01-22 18:49:00+00:00,orders-api,215.39,12923.4,65,0.005029636163857808,0.9949703638361422,11.279780614404544
2026-01-22 18:50:00+00:00,orders-api,215.57,12934.199999999999,71,0.005489322880425539,0.9945106771195744,11.126287505149115
2026-01-22 18:51:00+00:00,orders-api,192.79,11567.4,153,0.013226827117589088,0.986773172882411,11.103393326545264
2026-01-22 18:52:00+00:00,orders-api,193.08,11584.800000000001,85,0.007337200469580829,0.9926627995304191,11.18366265110486
2026-01-22 18:53:00+00:00,orders-api,238.29000000000002,14297.400000000001,215,0.015037699162085413,0.9849623008379146,11.287212484044284
2026-01-22 18:54:00+00:00,orders-api,253.43,15205.800000000001,54,0.003551276486603796,0.9964487235133962,11.20630039144468
2026-01-22 18:55:00+00:00,orders-api,217.99,13079.400000000001,195,0.014908940777099866,0.9850910592229001,11.408752146472347
2026-01-22 18:56:00+00:00,orders-api,247.41,14844.6,64,0.0043113320668795386,0.9956886679331205,11.245460556032649
2026-01-22 18:57:00+00:00,orders-api,226.38,13582.8,273,0.02009894867037724,0.9799010513296228,11.476416403054781
2026-01-22 18:58:00+00:00,orders-api,211.61,12696.6,90,0.007088511885071594,0.9929114881149284,11.44567563198779
2026-01-22 18:59:00+00:00,orders-api,234.92,14095.199999999999,148,0.010500028378455078,0.9894999716215449,11.50182913664016
2026-01-22 19:00:00+00:00,orders-api,256.53999999999996,15392.399999999998,75,0.004872534497544243,0.9951274655024558,11.290414310731562
2026-01-22 19:01:00+00:00,orders-api,226.53000000000003,13591.800000000001,42,0.0030900984417075,0.9969099015582925,11.075590181745211
2026-01-22 19:02:00+00:00,orders-api,266.0,15960.0,105,0.006578947368421052,0.993421052631579,10.971283409320955
2026-01-22 19:03:00+00:00,orders-api,157.44,9446.4,84,0.008892276422764227,0.9911077235772358,11.01838741971797
2026-01-22 19:04:00+00:00,orders-api,246.32,14779.199999999999,56,0.0037891090180794634,0.9962108909819205,10.994843743767898
2026-01-22 19:05:00+00:00,orders-api,229.0,13740.0,561,0.0408296943231441,0.9591703056768559,11.52932064599277
2026-01-22 19:06:00+00:00,orders-api,221.14,13268.4,140,0.010551385246148745,0.9894486147538513,11.516587472009116
2026-01-22 19:07:00+00:00,orders-api,224.17000000000002,13450.2,63,0.0046839452201454254,0.9953160547798545,11.458686181775315
2026-01-22 19:08:00+00:00,orders-api,174.72,10483.2,158,0.01507173382173382,0.9849282661782662,11.613660822231124
2026-01-22 19:09:00+00:00,orders-api,214.17000000000002,12850.2,118,0.009182736455463728,0.9908172635445363,11.461211973157962
2026-01-22 19:10:00+00:00,orders-api,238.51,14310.599999999999,214,0.014953950218718993,0.985046049781281,11.359456997102926
2026-01-22 19:11:00+00:00,orders-api,266.34000000000003,15980.400000000001,130,0.008134965332532352,0.9918650346674677,11.349932908184396
2026-01-22 19:12:00+00:00,orders-api,211.85,12711.0,237,0.01864526787821572,0.9813547321217843,11.489191992757737
2026-01-22 19:13:00+00:00,orders-api,209.69,12581.4,104,0.008266170696424881,0.9917338293035751,11.327481902408032
2026-01-22 19:14:00+00:00,orders-api,214.02,12841.2,178,0.013861632869202254,0.9861383671307977,11.420791471531832
2026-01-22 19:15:00+00:00,orders-api,239.57999999999998,14374.8,123,0.008556640788045747,0.9914433592119543,11.244900619562436
2026-01-22 19:16:00+00:00,orders-api,238.22,14293.2,340,0.0237875353314863,0.9762124646685137,11.381986108543154
2026-01-22 19:17:00+00:00,orders-api,217.6,13056.0,135,0.010340073529411764,0.9896599264705882,11.46918015806165
2026-01-22 19:18:00+00:00,orders-api,237.6,14256.0,237,0.016624579124579125,0.9833754208754208,11.649426416327346
2026-01-22 19:19:00+00:00,orders-api,220.96,13257.6,160,0.012068549360366883,0.9879314506396332,11.725081277110174
2026-01-22 19:20:00+00:00,orders-api,246.8,14808.0,108,0.007293354943273906,0.9927066450567261,11.660097248272328
2026-01-22 19:21:00+00:00,orders-api,211.19,12671.4,146,0.011522010196189845,0.9884779898038102,11.656332354785503
2026-01-22 19:22:00+00:00,orders-api,222.44,13346.4,188,0.014086195528382186,0.9859138044716178,11.728296839963471
2026-01-22 19:23:00+00:00,orders-api,210.62,12637.2,183,0.014481055930111099,0.9855189440698889,11.797280252188257
2026-01-22 19:24:00+00:00,orders-api,188.97,11338.2,82,0.007232188530807359,0.9927678114691927,11.667273175588655
2026-01-22 19:25:00+00:00,orders-api,237.11,14226.6,255,0.017924170216355277,0.9820758297836447,11.616462009661621
2026-01-22 19:26:00+00:00,orders-api,232.03,13921.8,144,0.01034349006593975,0.9896565099340603,11.419171921226642
2026-01-22 19:27:00+00:00,orders-api,232.49,13949.400000000001,95,0.006810328759659913,0.9931896712403401,11.199005695914861
2026-01-22 19:28:00+00:00,orders-api,223.26999999999998,13396.199999999999,88,0.006569027037518103,0.993430972962482,11.179763790639377
2026-01-22 19:29:00+00:00,orders-api,198.77,11926.2,133,0.01115191762673777,0.9888480823732623,11.257272332044977
2026-01-22 19:30:00+00:00,orders-api,222.62,13357.2,118,0.008834186805617943,0.991165813194382,11.076886525987979
2026-01-22 19:31:00+00:00,orders-api,224.75,13485.0,288,0.02135706340378198,0.978642936596218,11.318651411459665
2026-01-22 19:32:00+00:00,orders-api,209.0,12540.0,543,0.04330143540669856,0.9566985645933015,11.83330266409719
2026-01-22 19:33:00+00:00,orders-api,231.98000000000002,13918.800000000001,74,0.005316550277322757,0.9946834497226772,11.805515711062258
2026-01-22 19:34:00+00:00,orders-api,241.99,14519.400000000001,105,0.007231703789412785,0.9927682962105873,11.766393728001047
2026-01-22 19:35:00+00:00,orders-api,273.34000000000003,16400.4,331,0.020182434574766466,0.9798175654252336,12.001933728053384
2026-01-22 19:36:00+00:00,orders-api,233.78000000000003,14026.800000000001,165,0.011763196167336811,0.9882368038326632,12.050202391853318
2026-01-22 19:37:00+00:00,orders-api,240.07999999999998,14404.8,86,0.005970232144840609,0.9940297678551594,11.983144919821267
2026-01-22 19:38:00+00:00,orders-api,228.42000000000002,13705.2,270,0.019700551615445233,0.9802994483845547,12.149099620471947
2026-01-22 19:39:00+00:00,orders-api,187.04000000000002,11222.400000000001,112,0.009980039920159679,0.9900199600798403,12.159378687805447
2026-01-22 19:40:00+00:00,orders-api,227.92000000000002,13675.2,206,0.015063765063765062,0.9849362349362349,12.187214024937738
2026-01-22 19:41:00+00:00,orders-api,227.89999999999998,13673.999999999998,267,0.019526107942079863,0.9804738920579201,12.370035703457111
2026-01-22 19:42:00+00:00,orders-api,293.53,17611.8,202,0.011469582893287455,0.9885304171067125,12.32138556511359
2026-01-22 19:43:00+00:00,orders-api,233.45,14007.0,101,0.007210680374098665,0.9927893196259013,12.11710188278641
2026-01-22 19:44:00+00:00,orders-api,242.46,14547.6,124,0.008523742747944677,0.9914762572520553,12.057408176955297
2026-01-22 19:45:00+00:00,orders-api,233.68,14020.800000000001,142,0.010127810110692685,0.9898721898893074,12.046391359473091
2026-01-22 19:46:00+00:00,orders-api,204.26999999999998,12256.199999999999,134,0.01093324195101255,0.9890667580489875,12.11515970348888
2026-01-22 19:47:00+00:00,orders-api,272.49,16349.400000000001,53,0.003241709175871897,0.9967582908241281,11.987127402593043
2026-01-22 19:48:00+00:00,orders-api,247.66,14859.6,147,0.009892594686263426,0.9901074053137365,11.773365298125597
2026-01-22 19:49:00+00:00,orders-api,248.37,14902.2,293,0.019661526486022197,0.9803384735139778,12.017230136828337
2026-01-22 19:50:00+00:00,orders-api,211.55,12693.0,465,0.036634365398251004,0.963365634601749,12.536314178792095
2026-01-22 19:51:00+00:00,orders-api,274.87,16492.2,168,0.01018663368137665,0.9898133663186234,12.485644288188555
2026-01-22 19:52:00+00:00,orders-api,202.71,12162.6,61,0.0050153750020554815,0.9949846249979445,12.44694719706313
2026-01-22 19:53:00+00:00,orders-api,254.89000000000001,15293.400000000001,122,0.007977297396262439,0.9920227026037376,12.329273834299416
2026-01-22 19:54:00+00:00,orders-api,292.41999999999996,17545.199999999997,82,0.004673642933679867,0.9953263570663201,12.347979941750681
2026-01-22 19:55:00+00:00,orders-api,219.42000000000002,13165.2,66,0.0050132166621091965,0.9949867833378908,12.183051206500839
2026-01-22 19:56:00+00:00,orders-api,225.46,13527.6,154,0.011384133179573612,0.9886158668204263,12.300931225045737
2026-01-22 19:57:00+00:00,orders-api,239.69,14381.4,196,0.013628714867815373,0.9863712851321846,12.193093995003041
2026-01-22 19:58:00+00:00,orders-api,215.63,12937.8,217,0.01677255793102382,0.9832274420689762,12.354494762435577
2026-01-22 19:59:00+00:00,orders-api,202.0,12120.0,49,0.004042904290429043,0.9959570957095709,12.246876027635144
2026-01-22 20:00:00+00:00,orders-api,239.9,14394.0,133,0.009239961094900653,0.9907600389050993,12.319666470924417
2026-01-22 20:01:00+00:00,orders-api,207.94,12476.4,167,0.01338527139238883,0.9866147286076111,12.491252686769107
2026-01-22 20:02:00+00:00,orders-api,245.10000000000002,14706.000000000002,308,0.020943832449340404,0.9790561675506596,12.730667438117763
2026-01-22 20:03:00+00:00,orders-api,218.52,13111.2,96,0.007321984257733846,0.9926780157422661,12.704495902033923
2026-01-22 20:04:00+00:00,orders-api,276.4,16584.0,78,0.004703328509406657,0.9952966714905933,12.719732893556042
2026-01-22 20:05:00+00:00,orders-api,220.01,13200.599999999999,125,0.00946926654849022,0.9905307334515098,12.197059097311813
2026-01-22 20:06:00+00:00,orders-api,233.86,14031.6,63,0.004489865731634311,0.9955101342683657,12.096033772069905
2026-01-22 20:07:00+00:00,orders-api,260.02,15601.199999999999,135,0.008653180524575033,0.9913468194754249,12.162187693810399
2026-01-22 20:08:00+00:00,orders-api,215.60000000000002,12936.000000000002,214,0.01654298082869511,0.9834570191713049,12.186708477259751
2026-01-22 20:09:00+00:00,orders-api,248.35,14901.0,133,0.008925575464733911,0.9910744245352661,12.182422460747588
2026-01-22 20:10:00+00:00,orders-api,273.09000000000003,16385.4,154,0.009398610958536257,0.9906013890414638,12.089833473077876
2026-01-22 20:11:00+00:00,orders-api,198.91,11934.6,146,0.012233338360732659,0.9877666616392673,12.158139690214549
2026-01-22 20:12:00+00:00,orders-api,244.55,14673.0,206,0.014039392080692428,0.9859606079193076,12.08137509358916
2026-01-22 20:13:00+00:00,orders-api,248.51999999999998,14911.199999999999,316,0.021192124040989326,0.9788078759590106,12.296807649331901
2026-01-22 20:14:00+00:00,orders-api,255.92,15355.199999999999,198,0.012894654579556112,0.9871053454204439,12.280691344504465
2026-01-22 20:15:00+00:00,orders-api,211.62,12697.2,248,0.019531865293135494,0.9804681347068646,12.463611752922628
2026-01-22 20:16:00+00:00,orders-api,215.87,12952.2,295,0.022776053488982564,0.9772239465110174,12.446753722214233
2026-01-22 20:17:00+00:00,orders-api,249.92000000000002,14995.2,197,0.013137537345283824,0.9868624626547162,12.493378119145433
2026-01-22 20:18:00+00:00,orders-api,249.87,14992.2,115,0.007670655407478555,0.9923293445925214,12.344146057193758
2026-01-22 20:19:00+00:00,orders-api,254.14,15248.4,315,0.02065790509168175,0.9793420949083183,12.487301986049006
2026-01-22 20:20:00+00:00,orders-api,260.65,15638.999999999998,353,0.022571775688982675,0.9774282243110173,12.741942331810817
2026-01-22 20:21:00+00:00,orders-api,227.67,13660.199999999999,274,0.020058271474795393,0.9799417285252046,12.884213353120911
2026-01-22 20:22:00+00:00,orders-api,252.4,15144.0,197,0.013008452192287374,0.9869915478077126,12.866250964185996
2026-01-22 20:23:00+00:00,orders-api,252.8,15168.0,113,0.007449894514767933,0.992550105485232,12.749064940596945
2026-01-22 20:24:00+00:00,orders-api,232.26,13935.599999999999,270,0.019374838543012144,0.9806251614569879,12.951442440800356
2026-01-22 20:25:00+00:00,orders-api,292.82,17569.2,101,0.005748696582656011,0.994251303417344,12.748517880238701
2026-01-22 20:26:00+00:00,orders-api,258.05,15483.0,437,0.028224504295033263,0.9717754957049667,13.046534784056925
2026-01-22 20:27:00+00:00,orders-api,218.35,13101.0,114,0.008701625830089306,0.9912983741699107,13.078056401897419
2026-01-22 20:28:00+00:00,orders-api,269.45,16167.0,88,0.0054431867384177645,0.9945568132615822,13.059292396912412
2026-01-22 20:29:00+00:00,orders-api,224.24,13454.400000000001,346,0.025716494232370078,0.9742835057676299,13.302035340339616
2026-01-22 20:30:00+00:00,orders-api,276.38,16582.8,379,0.022855006392165377,0.9771449936078346,13.535715666782073
2026-01-22 20:31:00+00:00,orders-api,270.92,16255.2,248,0.015256656331512377,0.9847433436684876,13.434042215577579
2026-01-22 20:32:00+00:00,orders-api,233.04000000000002,13982.400000000001,148,0.010584735095548688,0.9894152649044513,12.888763877058416
2026-01-22 20:33:00+00:00,orders-api,275.35,16521.0,104,0.006295018461352218,0.9937049815386478,12.905071680125573
2026-01-22 20:34:00+00:00,orders-api,264.94,15896.4,309,0.01943836340303465,0.9805616365969654,13.108516007019272
2026-01-22 20:35:00+00:00,orders-api,287.58,17254.8,101,0.005853443679439924,0.99414655632056,12.869699492097164
2026-01-22 20:36:00+00:00,orders-api,294.82,17689.2,68,0.00384415349478778,0.9961558465052123,12.737715447554677
2026-01-22 20:37:00+00:00,orders-api,253.09,15185.4,315,0.020743608992848394,0.9792563910071516,12.983938395021475
2026-01-22 20:38:00+00:00,orders-api,230.66000000000003,13839.600000000002,271,0.01958149079453163,0.9804185092054684,12.98195404800625
2026-01-22 20:39:00+00:00,orders-api,225.95999999999998,13557.599999999999,229,0.01689089514368325,0.9831091048563168,13.097134968398308
2026-01-22 20:40:00+00:00,orders-api,227.77,13666.2,226,0.016537150049026065,0.9834628499509739,13.121691384819323
2026-01-22 20:41:00+00:00,orders-api,242.57,14554.199999999999,110,0.007557955779087824,0.9924420442209122,12.92222218210279
2026-01-22 20:42:00+00:00,orders-api,265.13,15907.8,173,0.010875168156501842,0.9891248318434982,12.91231526982303
2026-01-22 20:43:00+00:00,orders-api,255.84,15350.4,280,0.018240567021054827,0.9817594329789452,13.096146713938966
2026-01-22 20:44:00+00:00,orders-api,271.27,16276.199999999999,158,0.009707425566164093,0.9902925744338359,13.115874760909291
2026-01-22 20:45:00+00:00,orders-api,255.61,15336.6,154,0.010041339019078544,0.9899586609809214,13.114433576049056
2026-01-22 20:46:00+00:00,orders-api,292.94,17576.4,178,0.010127216039689583,0.9898727839603104,13.100999810860339
2026-01-22 20:47:00+00:00,orders-api,249.31,14958.6,236,0.015776877515275494,0.9842231224847245,13.30991928318373
2026-01-22 20:48:00+00:00,orders-api,324.17,19450.2,170,0.008740270022930355,0.9912597299770697,13.290713872128178
2026-01-22 20:49:00+00:00,orders-api,275.28,16516.8,42,0.0025428654460912525,0.9974571345539087,13.005402854795998
2026-01-22 20:50:00+00:00,orders-api,235.86,14151.6,110,0.007772972667401566,0.9922270273325985,12.524379642615173
2026-01-22 20:51:00+00:00,orders-api,229.10000000000002,13746.000000000002,334,0.024297977593481738,0.9757020224065183,12.759568707816927
2026-01-22 20:52:00+00:00,orders-api,263.51,15810.599999999999,275,0.017393394305086463,0.9826066056949135,12.965869029534108
2026-01-22 20:53:00+00:00,orders-api,253.87,15232.2,404,0.026522760993159228,0.9734772390068408,13.274960089482388
2026-01-22 20:54:00+00:00,orders-api,284.4,17064.0,53,0.003105954055321144,0.9968940459446789,13.24883194150974
2026-01-22 20:55:00+00:00,orders-api,264.53999999999996,15872.399999999998,41,0.0025831002242887027,0.9974168997757114,13.208330000879402
2026-01-22 20:56:00+00:00,orders-api,256.34,15380.399999999998,152,0.009882707861954177,0.9901172921380458,13.183306245585744
2026-01-22 20:57:00+00:00,orders-api,241.44,14486.4,252,0.01739562624254473,0.9826043737574552,13.246088101831234
2026-01-22 20:58:00+00:00,orders-api,228.8,13728.0,321,0.023382867132867132,0.9766171328671329,13.356259921861954
2026-01-22 20:59:00+00:00,orders-api,255.29000000000002,15317.400000000001,220,0.014362750858500788,0.9856372491414992,13.52825736466315
2026-01-22 21:00:00+00:00,orders-api,287.61,17256.600000000002,274,0.015877982916681153,0.9841220170833188,13.638891061692824
2026-01-22 21:01:00+00:00,orders-api,266.38,15982.8,62,0.003879170107865956,0.996120829892134,13.480456040284109
2026-01-22 21:02:00+00:00,orders-api,235.83,14149.800000000001,188,0.013286406875008833,0.9867135931249912,13.352832280711917
2026-01-22 21:03:00+00:00,orders-api,268.61,16116.6,99,0.0061427348199992555,0.9938572651800007,13.333178123416342
2026-01-22 21:04:00+00:00,orders-api,272.4,16343.999999999998,316,0.01933431228585414,0.9806656877141459,13.5770278530238
2026-01-22 21:05:00+00:00,orders-api,251.32,15079.199999999999,132,0.008753780041381507,0.9912462199586185,13.565103077905322
2026-01-22 21:06:00+00:00,orders-api,267.21000000000004,16032.600000000002,276,0.01721492459114554,0.9827850754088545,13.777187392230507
2026-01-22 21:07:00+00:00,orders-api,265.14,15908.4,163,0.010246159261773654,0.9897538407382264,13.803737037850484
2026-01-22 21:08:00+00:00,orders-api,243.11,14586.6,179,0.012271536890022349,0.9877284631099776,13.732546305539271
2026-01-22 21:09:00+00:00,orders-api,272.94,16376.4,117,0.007144427346669598,0.9928555726533304,13.702860503571534
2026-01-22 21:10:00+00:00,orders-api,282.55,16953.0,109,0.006429540494307792,0.9935704595056922,13.653375995834393
2026-01-22 21:11:00+00:00,orders-api,297.64,17858.399999999998,136,0.007615463871343459,0.9923845361286565,13.57641142101124
2026-01-22 21:12:00+00:00,orders-api,298.37,17902.2,165,0.009216744310755103,0.9907832556892449,13.49603395817895
2026-01-22 21:13:00+00:00,orders-api,237.85,14271.0,191,0.013383785298857824,0.9866162147011421,13.365894979143427
2026-01-22 21:14:00+00:00,orders-api,251.29,15077.4,130,0.00862217623728229,0.9913778237627177,13.294687006772197
2026-01-22 21:15:00+00:00,orders-api,284.93,17095.8,123,0.007194749587618012,0.992805250412382,13.089068411680238
2026-01-22 21:16:00+00:00,orders-api,282.98,16978.800000000003,158,0.009305722430324874,0.9906942775696751,12.864562894035942
2026-01-22 21:17:00+00:00,orders-api,279.92,16795.2,112,0.006668571972944651,0.9933314280270553,12.756746804496956
2026-01-22 21:18:00+00:00,orders-api,352.78999999999996,21167.399999999998,153,0.007228096034468098,0.9927719039655319,12.749370814946783
2026-01-22 21:19:00+00:00,orders-api,291.7,17502.0,251,0.014341218146497543,0.9856587818535024,12.644092699193711
2026-01-22 21:20:00+00:00,orders-api,306.29,18377.4,173,0.009413736437145624,0.9905862635628544,12.424792044996428
2026-01-22 21:21:00+00:00,orders-api,294.27,17656.199999999997,130,0.007362852708963425,0.9926371472910366,12.21320173223256
2026-01-22 21:22:00+00:00,orders-api,296.19,17771.4,286,0.01609327346185444,0.9839067265381456,12.26461542005868
2026-01-22 21:23:00+00:00,orders-api,264.01,15840.599999999999,96,0.006060376500890119,0.9939396234991099,12.24145678649405
2026-01-22 21:24:00+00:00,orders-api,288.98,17338.800000000003,124,0.007151590652178927,0.992848409347821,12.037735988313498
2026-01-22 21:25:00+00:00,orders-api,251.32,15079.199999999999,128,0.00848851397952146,0.9915114860204786,12.083399611594587
2026-01-22 21:26:00+00:00,orders-api,266.15999999999997,15969.599999999999,410,0.02567378018234646,0.9743262198176535,12.040887543049807
2026-01-22 21:27:00+00:00,orders-api,267.57,16054.199999999999,229,0.014264180089945311,0.9857358199100547,12.133596780714074
2026-01-22 21:28:00+00:00,orders-api,279.67,16780.2,231,0.013766224478850073,0.9862337755211499,12.272314076387945
2026-01-22 21:29:00+00:00,orders-api,333.93,20035.8,63,0.003144371574880963,0.996855628425119,11.896112032096461
2026-01-22 21:30:00+00:00,orders-api,231.68,13900.800000000001,82,0.005898941068139963,0.9941010589318601,11.613510943362705
2026-01-22 21:31:00+00:00,orders-api,294.5,17670.0,226,0.01279003961516695,0.987209960384833,11.572400664756948
2026-01-22 21:32:00+00:00,orders-api,246.13,14767.8,88,0.0059589106027979795,0.994041089397202,11.495303589877768
2026-01-22 21:33:00+00:00,orders-api,269.28,16156.8,221,0.013678451178451179,0.9863215488215489,11.618360801829416
2026-01-22 21:34:00+00:00,orders-api,314.9,18894.0,300,0.015878056525881232,0.9841219434741187,11.55902235387686
2026-01-22 21:35:00+00:00,orders-api,280.93,16855.8,116,0.00688190415168666,0.9931180958483133,11.57616336174764
2026-01-22 21:36:00+00:00,orders-api,249.88,14992.8,109,0.007270156341710688,0.9927298436582893,11.633263409196354
2026-01-22 21:37:00+00:00,orders-api,264.33,15859.8,54,0.0034048348655090228,0.996595165134491,11.344283840407364
2026-01-22 21:38:00+00:00,orders-api,294.78,17686.8,126,0.007123956849175657,0.9928760431508243,11.136658274651431
2026-01-22 21:39:00+00:00,orders-api,261.86,15711.6,224,0.014256982102395682,0.9857430178976043,11.092759723963306
2026-01-22 21:40:00+00:00,orders-api,293.82,17629.2,121,0.00686361264266104,0.993136387357339,10.931534100523889
